source,region,country,year,metric_type,value
Energy Institute,Asia Pacific,Taiwan,1980,CO₂ emissions from energy (MtCO₂),73.62185482
Energy Institute,Asia Pacific,Japan,1981,CO₂ emissions from energy (MtCO₂),934.8970205
Energy Institute,Asia Pacific,India,1981,CO₂ emissions from energy (MtCO₂),339.8341002
Energy Institute,Asia Pacific,Bangladesh,1981,CO₂ emissions from energy (MtCO₂),7.463859317
Energy Institute,Asia Pacific,South Korea,1981,CO₂ emissions from energy (MtCO₂),128.7295524
Energy Institute,Asia Pacific,Australia,1981,CO₂ emissions from energy (MtCO₂),227.7826373
Energy Institute,Asia Pacific,China,1981,CO₂ emissions from energy (MtCO₂),1438.274337
Energy Institute,Asia Pacific,Pakistan,1981,CO₂ emissions from energy (MtCO₂),28.90104575
Energy Institute,Asia Pacific,Indonesia,1981,CO₂ emissions from energy (MtCO₂),75.17777175
Energy Institute,Asia Pacific,Singapore,1981,CO₂ emissions from energy (MtCO₂),34.73221966
Energy Institute,Asia Pacific,Philippines,1981,CO₂ emissions from energy (MtCO₂),33.76675312
Energy Institute,Asia Pacific,Sri Lanka,1981,CO₂ emissions from energy (MtCO₂),5.146768766
Energy Institute,Asia Pacific,Other Asia Pacific,1981,CO₂ emissions from energy (MtCO₂),142.8099273
Energy Institute,Asia Pacific,New Zealand,1981,CO₂ emissions from energy (MtCO₂),18.28965162
Energy Institute,Asia Pacific,Malaysia,1981,CO₂ emissions from energy (MtCO₂),31.46134565
Energy Institute,Asia Pacific,China Hong Kong SAR,1981,CO₂ emissions from energy (MtCO₂),21.84940083
Energy Institute,Asia Pacific,Thailand,1981,CO₂ emissions from energy (MtCO₂),36.08098355
Energy Institute,Asia Pacific,Vietnam,1981,CO₂ emissions from energy (MtCO₂),15.1961247
Energy Institute,Asia Pacific,Taiwan,1981,CO₂ emissions from energy (MtCO₂),64.77406824
Energy Institute,Asia Pacific,Other Asia Pacific,1982,CO₂ emissions from energy (MtCO₂),149.412383
Energy Institute,Asia Pacific,Vietnam,1982,CO₂ emissions from energy (MtCO₂),16.35711717
Energy Institute,Asia Pacific,Bangladesh,1982,CO₂ emissions from energy (MtCO₂),7.851133875
Energy Institute,Asia Pacific,China Hong Kong SAR,1982,CO₂ emissions from energy (MtCO₂),24.66075447
Energy Institute,Asia Pacific,China,1982,CO₂ emissions from energy (MtCO₂),1502.026949
Energy Institute,Asia Pacific,Indonesia,1982,CO₂ emissions from energy (MtCO₂),77.26834327
Energy Institute,Asia Pacific,Philippines,1982,CO₂ emissions from energy (MtCO₂),33.5462084
Energy Institute,Asia Pacific,Thailand,1982,CO₂ emissions from energy (MtCO₂),35.69191569
Energy Institute,Asia Pacific,Taiwan,1982,CO₂ emissions from energy (MtCO₂),67.84907072
Energy Institute,Asia Pacific,New Zealand,1982,CO₂ emissions from energy (MtCO₂),19.94555693
Energy Institute,Asia Pacific,Malaysia,1982,CO₂ emissions from energy (MtCO₂),33.4461653
Energy Institute,Asia Pacific,South Korea,1982,CO₂ emissions from energy (MtCO₂),129.1191911
Energy Institute,Asia Pacific,Australia,1982,CO₂ emissions from energy (MtCO₂),226.7732004
Energy Institute,Asia Pacific,India,1982,CO₂ emissions from energy (MtCO₂),341.7765788
Energy Institute,Asia Pacific,Pakistan,1982,CO₂ emissions from energy (MtCO₂),31.94860039
Energy Institute,Asia Pacific,Sri Lanka,1982,CO₂ emissions from energy (MtCO₂),5.618642601
Energy Institute,Asia Pacific,Singapore,1982,CO₂ emissions from energy (MtCO₂),33.67826054
Energy Institute,Asia Pacific,Japan,1982,CO₂ emissions from energy (MtCO₂),891.1280029
Energy Institute,Asia Pacific,Singapore,1983,CO₂ emissions from energy (MtCO₂),35.72247261
Energy Institute,Asia Pacific,China,1983,CO₂ emissions from energy (MtCO₂),1596.663019
Energy Institute,Asia Pacific,Sri Lanka,1983,CO₂ emissions from energy (MtCO₂),5.817301427
Energy Institute,Asia Pacific,Philippines,1983,CO₂ emissions from energy (MtCO₂),34.48440625
Energy Institute,Asia Pacific,Other Asia Pacific,1983,CO₂ emissions from energy (MtCO₂),154.9258292
Energy Institute,Asia Pacific,Pakistan,1983,CO₂ emissions from energy (MtCO₂),33.949399
Energy Institute,Asia Pacific,South Korea,1983,CO₂ emissions from energy (MtCO₂),135.34805
Energy Institute,Asia Pacific,Thailand,1983,CO₂ emissions from energy (MtCO₂),39.32776767
Energy Institute,Asia Pacific,Australia,1983,CO₂ emissions from energy (MtCO₂),223.4503781
Energy Institute,Asia Pacific,Vietnam,1983,CO₂ emissions from energy (MtCO₂),17.33886052
Energy Institute,Asia Pacific,New Zealand,1983,CO₂ emissions from energy (MtCO₂),20.08734902
Energy Institute,Asia Pacific,Taiwan,1983,CO₂ emissions from energy (MtCO₂),72.74680714
Energy Institute,Asia Pacific,Bangladesh,1983,CO₂ emissions from energy (MtCO₂),7.482268519
Energy Institute,Asia Pacific,Malaysia,1983,CO₂ emissions from energy (MtCO₂),38.14236978
Energy Institute,Asia Pacific,China Hong Kong SAR,1983,CO₂ emissions from energy (MtCO₂),27.00736171
Energy Institute,Asia Pacific,India,1983,CO₂ emissions from energy (MtCO₂),364.6086656
Energy Institute,Asia Pacific,Indonesia,1983,CO₂ emissions from energy (MtCO₂),78.75887331
Energy Institute,Asia Pacific,Japan,1983,CO₂ emissions from energy (MtCO₂),907.9846795
Energy Institute,Asia Pacific,China Hong Kong SAR,1984,CO₂ emissions from energy (MtCO₂),28.06688431
Energy Institute,Asia Pacific,Philippines,1984,CO₂ emissions from energy (MtCO₂),29.68870214
Energy Institute,Asia Pacific,Singapore,1984,CO₂ emissions from energy (MtCO₂),36.69011652
Energy Institute,Asia Pacific,Malaysia,1984,CO₂ emissions from energy (MtCO₂),39.49986972
Energy Institute,Asia Pacific,Bangladesh,1984,CO₂ emissions from energy (MtCO₂),7.595265566
Energy Institute,Asia Pacific,New Zealand,1984,CO₂ emissions from energy (MtCO₂),20.11004923
Energy Institute,Asia Pacific,China,1984,CO₂ emissions from energy (MtCO₂),1722.027491
Energy Institute,Asia Pacific,Japan,1984,CO₂ emissions from energy (MtCO₂),939.6694407
Energy Institute,Asia Pacific,Indonesia,1984,CO₂ emissions from energy (MtCO₂),85.12139889
Energy Institute,Asia Pacific,Taiwan,1984,CO₂ emissions from energy (MtCO₂),74.70459519
Energy Institute,Asia Pacific,South Korea,1984,CO₂ emissions from energy (MtCO₂),148.0328902
Energy Institute,Asia Pacific,Vietnam,1984,CO₂ emissions from energy (MtCO₂),17.19853803
Energy Institute,Asia Pacific,Sri Lanka,1984,CO₂ emissions from energy (MtCO₂),5.536939999
Energy Institute,Asia Pacific,India,1984,CO₂ emissions from energy (MtCO₂),386.0037226
Energy Institute,Asia Pacific,Australia,1984,CO₂ emissions from energy (MtCO₂),231.8423897
Energy Institute,Asia Pacific,Thailand,1984,CO₂ emissions from energy (MtCO₂),43.27889988
Energy Institute,Asia Pacific,Pakistan,1984,CO₂ emissions from energy (MtCO₂),36.68908974
Energy Institute,Asia Pacific,Other Asia Pacific,1984,CO₂ emissions from energy (MtCO₂),160.554353
Energy Institute,Asia Pacific,Thailand,1985,CO₂ emissions from energy (MtCO₂),46.06045961
Energy Institute,Asia Pacific,Philippines,1985,CO₂ emissions from energy (MtCO₂),27.95171974
Energy Institute,Asia Pacific,Japan,1985,CO₂ emissions from energy (MtCO₂),939.1861758
Energy Institute,Asia Pacific,Indonesia,1985,CO₂ emissions from energy (MtCO₂),86.48076263
Energy Institute,Asia Pacific,Other Asia Pacific,1985,CO₂ emissions from energy (MtCO₂),166.6714366
Energy Institute,Asia Pacific,China,1985,CO₂ emissions from energy (MtCO₂),1821.73744
Energy Institute,Asia Pacific,India,1985,CO₂ emissions from energy (MtCO₂),409.0045231
Energy Institute,Asia Pacific,Malaysia,1985,CO₂ emissions from energy (MtCO₂),38.28020771
Energy Institute,Asia Pacific,Vietnam,1985,CO₂ emissions from energy (MtCO₂),17.43202407
Energy Institute,Asia Pacific,Sri Lanka,1985,CO₂ emissions from energy (MtCO₂),4.869701292
Energy Institute,Asia Pacific,Pakistan,1985,CO₂ emissions from energy (MtCO₂),39.1612637
Energy Institute,Asia Pacific,China Hong Kong SAR,1985,CO₂ emissions from energy (MtCO₂),29.56344211
Energy Institute,Asia Pacific,South Korea,1985,CO₂ emissions from energy (MtCO₂),158.9245474
Energy Institute,Asia Pacific,New Zealand,1985,CO₂ emissions from energy (MtCO₂),20.6992424
Energy Institute,Asia Pacific,Singapore,1985,CO₂ emissions from energy (MtCO₂),37.13768958
Energy Institute,Asia Pacific,Bangladesh,1985,CO₂ emissions from energy (MtCO₂),8.883231227
Energy Institute,Asia Pacific,Taiwan,1985,CO₂ emissions from energy (MtCO₂),73.72729049
Energy Institute,Asia Pacific,Australia,1985,CO₂ emissions from energy (MtCO₂),237.7307562
Energy Institute,Asia Pacific,Other Asia Pacific,1986,CO₂ emissions from energy (MtCO₂),168.779387
Energy Institute,Asia Pacific,India,1986,CO₂ emissions from energy (MtCO₂),437.9351252
Energy Institute,Asia Pacific,Vietnam,1986,CO₂ emissions from energy (MtCO₂),19.0282812
Energy Institute,Asia Pacific,Indonesia,1986,CO₂ emissions from energy (MtCO₂),90.81691086
Energy Institute,Asia Pacific,Japan,1986,CO₂ emissions from energy (MtCO₂),924.8272319
Energy Institute,Asia Pacific,Australia,1986,CO₂ emissions from energy (MtCO₂),242.3478096
Energy Institute,Asia Pacific,Philippines,1986,CO₂ emissions from energy (MtCO₂),28.2092268
Energy Institute,Asia Pacific,Sri Lanka,1986,CO₂ emissions from energy (MtCO₂),4.991656804
Energy Institute,Asia Pacific,China Hong Kong SAR,1986,CO₂ emissions from energy (MtCO₂),31.21656102
Energy Institute,Asia Pacific,Singapore,1986,CO₂ emissions from energy (MtCO₂),43.28669613
Energy Institute,Asia Pacific,Bangladesh,1986,CO₂ emissions from energy (MtCO₂),9.734379887
Energy Institute,Asia Pacific,China,1986,CO₂ emissions from energy (MtCO₂),1903.607135
Energy Institute,Asia Pacific,Thailand,1986,CO₂ emissions from energy (MtCO₂),47.74951726
Energy Institute,Asia Pacific,South Korea,1986,CO₂ emissions from energy (MtCO₂),169.9891832
Energy Institute,Asia Pacific,Taiwan,1986,CO₂ emissions from energy (MtCO₂),85.49554402
Energy Institute,Asia Pacific,Malaysia,1986,CO₂ emissions from energy (MtCO₂),39.67011211
Energy Institute,Asia Pacific,Pakistan,1986,CO₂ emissions from energy (MtCO₂),43.32132997
Energy Institute,Asia Pacific,New Zealand,1986,CO₂ emissions from energy (MtCO₂),21.62949214
Energy Institute,Asia Pacific,Malaysia,1987,CO₂ emissions from energy (MtCO₂),40.51636732
Energy Institute,Asia Pacific,China,1987,CO₂ emissions from energy (MtCO₂),2048.108002
Energy Institute,Asia Pacific,Bangladesh,1987,CO₂ emissions from energy (MtCO₂),10.64356291
Energy Institute,Asia Pacific,Singapore,1987,CO₂ emissions from energy (MtCO₂),44.73927097
Energy Institute,Asia Pacific,New Zealand,1987,CO₂ emissions from energy (MtCO₂),22.07963352
Energy Institute,Asia Pacific,Philippines,1987,CO₂ emissions from energy (MtCO₂),32.59304256
Energy Institute,Asia Pacific,Taiwan,1987,CO₂ emissions from energy (MtCO₂),90.56225413
Energy Institute,Asia Pacific,Pakistan,1987,CO₂ emissions from energy (MtCO₂),47.56818259
Energy Institute,Asia Pacific,Sri Lanka,1987,CO₂ emissions from energy (MtCO₂),5.599116993
Energy Institute,Asia Pacific,Indonesia,1987,CO₂ emissions from energy (MtCO₂),98.78394383
Energy Institute,Asia Pacific,Other Asia Pacific,1987,CO₂ emissions from energy (MtCO₂),162.2915096
Energy Institute,Asia Pacific,Thailand,1987,CO₂ emissions from energy (MtCO₂),56.38941389
Energy Institute,Asia Pacific,China Hong Kong SAR,1987,CO₂ emissions from energy (MtCO₂),34.77821043
Energy Institute,Asia Pacific,India,1987,CO₂ emissions from energy (MtCO₂),474.7950748
Energy Institute,Asia Pacific,Vietnam,1987,CO₂ emissions from energy (MtCO₂),21.53136452
Energy Institute,Asia Pacific,Japan,1987,CO₂ emissions from energy (MtCO₂),957.9220548
Energy Institute,Asia Pacific,Australia,1987,CO₂ emissions from energy (MtCO₂),249.9128329
Energy Institute,Asia Pacific,South Korea,1987,CO₂ emissions from energy (MtCO₂),179.1528406
Energy Institute,Asia Pacific,Sri Lanka,1988,CO₂ emissions from energy (MtCO₂),5.201706794
Energy Institute,Asia Pacific,South Korea,1988,CO₂ emissions from energy (MtCO₂),204.1221179
Energy Institute,Asia Pacific,China Hong Kong SAR,1988,CO₂ emissions from energy (MtCO₂),40.18289876
Energy Institute,Asia Pacific,New Zealand,1988,CO₂ emissions from energy (MtCO₂),23.00759868
Energy Institute,Asia Pacific,Bangladesh,1988,CO₂ emissions from energy (MtCO₂),10.89248811
Energy Institute,Asia Pacific,Other Asia Pacific,1988,CO₂ emissions from energy (MtCO₂),163.5766847
Energy Institute,Asia Pacific,Australia,1988,CO₂ emissions from energy (MtCO₂),261.7761103
Energy Institute,Asia Pacific,Japan,1988,CO₂ emissions from energy (MtCO₂),1022.662829
Energy Institute,Asia Pacific,Vietnam,1988,CO₂ emissions from energy (MtCO₂),20.98277299
Energy Institute,Asia Pacific,China,1988,CO₂ emissions from energy (MtCO₂),2196.815753
Energy Institute,Asia Pacific,Thailand,1988,CO₂ emissions from energy (MtCO₂),63.73737204
Energy Institute,Asia Pacific,Indonesia,1988,CO₂ emissions from energy (MtCO₂),104.10907
Energy Institute,Asia Pacific,India,1988,CO₂ emissions from energy (MtCO₂),511.7503507
Energy Institute,Asia Pacific,Philippines,1988,CO₂ emissions from energy (MtCO₂),35.7901839
Energy Institute,Asia Pacific,Taiwan,1988,CO₂ emissions from energy (MtCO₂),106.8375652
Energy Institute,Asia Pacific,Pakistan,1988,CO₂ emissions from energy (MtCO₂),51.28199361
Energy Institute,Asia Pacific,Singapore,1988,CO₂ emissions from energy (MtCO₂),52.09222246
Energy Institute,Asia Pacific,Malaysia,1988,CO₂ emissions from energy (MtCO₂),42.53017585
Energy Institute,Asia Pacific,Vietnam,1989,CO₂ emissions from energy (MtCO₂),17.92974589
Energy Institute,Asia Pacific,China Hong Kong SAR,1989,CO₂ emissions from energy (MtCO₂),42.79955268
Energy Institute,Asia Pacific,Taiwan,1989,CO₂ emissions from energy (MtCO₂),116.7673599
Energy Institute,Asia Pacific,India,1989,CO₂ emissions from energy (MtCO₂),558.9698681
Energy Institute,Asia Pacific,Japan,1989,CO₂ emissions from energy (MtCO₂),1040.372669
Energy Institute,Asia Pacific,Sri Lanka,1989,CO₂ emissions from energy (MtCO₂),4.814583805
Energy Institute,Asia Pacific,Thailand,1989,CO₂ emissions from energy (MtCO₂),73.96672636
Energy Institute,Asia Pacific,Pakistan,1989,CO₂ emissions from energy (MtCO₂),54.77172687
Energy Institute,Asia Pacific,Malaysia,1989,CO₂ emissions from energy (MtCO₂),49.55033522
Energy Institute,Asia Pacific,New Zealand,1989,CO₂ emissions from energy (MtCO₂),23.91725539
Energy Institute,Asia Pacific,Philippines,1989,CO₂ emissions from energy (MtCO₂),39.59772971
Energy Institute,Asia Pacific,Australia,1989,CO₂ emissions from energy (MtCO₂),274.9892097
Energy Institute,Asia Pacific,Bangladesh,1989,CO₂ emissions from energy (MtCO₂),11.76163429
Energy Institute,Asia Pacific,Other Asia Pacific,1989,CO₂ emissions from energy (MtCO₂),159.0480635
Energy Institute,Asia Pacific,Indonesia,1989,CO₂ emissions from energy (MtCO₂),113.816838
Energy Institute,Asia Pacific,China,1989,CO₂ emissions from energy (MtCO₂),2295.043962
Energy Institute,Asia Pacific,South Korea,1989,CO₂ emissions from energy (MtCO₂),215.482219
Energy Institute,Asia Pacific,Singapore,1989,CO₂ emissions from energy (MtCO₂),59.8060918
Energy Institute,Asia Pacific,China,1990,CO₂ emissions from energy (MtCO₂),2308.792723
Energy Institute,Asia Pacific,Taiwan,1990,CO₂ emissions from energy (MtCO₂),120.1198554
Energy Institute,Asia Pacific,Malaysia,1990,CO₂ emissions from energy (MtCO₂),54.62926422
Energy Institute,Asia Pacific,Indonesia,1990,CO₂ emissions from energy (MtCO₂),132.3829959
Energy Institute,Asia Pacific,Bangladesh,1990,CO₂ emissions from energy (MtCO₂),12.7536491
Energy Institute,Asia Pacific,Pakistan,1990,CO₂ emissions from energy (MtCO₂),58.46198085
Energy Institute,Asia Pacific,Thailand,1990,CO₂ emissions from energy (MtCO₂),89.35343915
Energy Institute,Asia Pacific,Japan,1990,CO₂ emissions from energy (MtCO₂),1085.827657
Energy Institute,Asia Pacific,Sri Lanka,1990,CO₂ emissions from energy (MtCO₂),5.374765972
Energy Institute,Asia Pacific,India,1990,CO₂ emissions from energy (MtCO₂),602.0639956
Energy Institute,Asia Pacific,Philippines,1990,CO₂ emissions from energy (MtCO₂),40.44303087
Energy Institute,Asia Pacific,Singapore,1990,CO₂ emissions from energy (MtCO₂),69.62332491
Energy Institute,Asia Pacific,Australia,1990,CO₂ emissions from energy (MtCO₂),279.6586601
Energy Institute,Asia Pacific,South Korea,1990,CO₂ emissions from energy (MtCO₂),235.4376016
Energy Institute,Asia Pacific,Other Asia Pacific,1990,CO₂ emissions from energy (MtCO₂),154.4157626
Energy Institute,Asia Pacific,China Hong Kong SAR,1990,CO₂ emissions from energy (MtCO₂),41.27277362
Energy Institute,Asia Pacific,New Zealand,1990,CO₂ emissions from energy (MtCO₂),25.23150809
Energy Institute,Asia Pacific,Vietnam,1990,CO₂ emissions from energy (MtCO₂),17.95683581
Energy Institute,Asia Pacific,Singapore,1991,CO₂ emissions from energy (MtCO₂),71.1501463
Energy Institute,Asia Pacific,Vietnam,1991,CO₂ emissions from energy (MtCO₂),17.52996476
Energy Institute,Asia Pacific,Australia,1991,CO₂ emissions from energy (MtCO₂),279.7045685
Energy Institute,Asia Pacific,Taiwan,1991,CO₂ emissions from energy (MtCO₂),128.4197141
Energy Institute,Asia Pacific,Indonesia,1991,CO₂ emissions from energy (MtCO₂),143.1728994
Energy Institute,Asia Pacific,Philippines,1991,CO₂ emissions from energy (MtCO₂),40.80461686
Energy Institute,Asia Pacific,Other Asia Pacific,1991,CO₂ emissions from energy (MtCO₂),149.3197469
Energy Institute,Asia Pacific,Japan,1991,CO₂ emissions from energy (MtCO₂),1114.249483
Energy Institute,Asia Pacific,Sri Lanka,1991,CO₂ emissions from energy (MtCO₂),5.3624312
Energy Institute,Asia Pacific,Thailand,1991,CO₂ emissions from energy (MtCO₂),99.04375017
Energy Institute,Asia Pacific,Pakistan,1991,CO₂ emissions from energy (MtCO₂),62.63559094
Energy Institute,Asia Pacific,New Zealand,1991,CO₂ emissions from energy (MtCO₂),25.74175226
Energy Institute,Asia Pacific,India,1991,CO₂ emissions from energy (MtCO₂),634.8807151
Energy Institute,Asia Pacific,Malaysia,1991,CO₂ emissions from energy (MtCO₂),67.32824131
Energy Institute,Asia Pacific,China Hong Kong SAR,1991,CO₂ emissions from energy (MtCO₂),43.04854842
Energy Institute,Asia Pacific,Bangladesh,1991,CO₂ emissions from energy (MtCO₂),12.02565104
Energy Institute,Asia Pacific,China,1991,CO₂ emissions from energy (MtCO₂),2439.954363
Energy Institute,Asia Pacific,South Korea,1991,CO₂ emissions from energy (MtCO₂),263.8189115
Energy Institute,Asia Pacific,South Korea,1992,CO₂ emissions from energy (MtCO₂),288.3409382
Energy Institute,Asia Pacific,Singapore,1992,CO₂ emissions from energy (MtCO₂),76.31092972
Energy Institute,Asia Pacific,Other Asia Pacific,1992,CO₂ emissions from energy (MtCO₂),133.2133377
Energy Institute,Asia Pacific,Thailand,1992,CO₂ emissions from energy (MtCO₂),108.6109186
Energy Institute,Asia Pacific,Indonesia,1992,CO₂ emissions from energy (MtCO₂),157.0391063
Energy Institute,Asia Pacific,Taiwan,1992,CO₂ emissions from energy (MtCO₂),138.3387572
Energy Institute,Asia Pacific,Sri Lanka,1992,CO₂ emissions from energy (MtCO₂),6.117279929
Energy Institute,Asia Pacific,China,1992,CO₂ emissions from energy (MtCO₂),2562.75619
Energy Institute,Asia Pacific,Australia,1992,CO₂ emissions from energy (MtCO₂),283.5448181
Energy Institute,Asia Pacific,New Zealand,1992,CO₂ emissions from energy (MtCO₂),27.34686039
Energy Institute,Asia Pacific,Pakistan,1992,CO₂ emissions from energy (MtCO₂),65.55981414
Energy Institute,Asia Pacific,Malaysia,1992,CO₂ emissions from energy (MtCO₂),76.60163792
Energy Institute,Asia Pacific,Japan,1992,CO₂ emissions from energy (MtCO₂),1126.955569
Energy Institute,Asia Pacific,China Hong Kong SAR,1992,CO₂ emissions from energy (MtCO₂),50.14083579
Energy Institute,Asia Pacific,Vietnam,1992,CO₂ emissions from energy (MtCO₂),18.43596645
Energy Institute,Asia Pacific,Philippines,1992,CO₂ emissions from energy (MtCO₂),44.98846882
Energy Institute,Asia Pacific,Bangladesh,1992,CO₂ emissions from energy (MtCO₂),13.08587711
Energy Institute,Asia Pacific,India,1992,CO₂ emissions from energy (MtCO₂),671.9163867
Energy Institute,Asia Pacific,Indonesia,1993,CO₂ emissions from energy (MtCO₂),169.1000373
Energy Institute,Asia Pacific,Sri Lanka,1993,CO₂ emissions from energy (MtCO₂),6.144322638
Energy Institute,Asia Pacific,Thailand,1993,CO₂ emissions from energy (MtCO₂),122.4796317
Energy Institute,Asia Pacific,China,1993,CO₂ emissions from energy (MtCO₂),2769.614442
Energy Institute,Asia Pacific,India,1993,CO₂ emissions from energy (MtCO₂),694.0449327
Energy Institute,Asia Pacific,China Hong Kong SAR,1993,CO₂ emissions from energy (MtCO₂),55.07249618
Energy Institute,Asia Pacific,Philippines,1993,CO₂ emissions from energy (MtCO₂),49.63954657
Energy Institute,Asia Pacific,New Zealand,1993,CO₂ emissions from energy (MtCO₂),26.76690223
Energy Institute,Asia Pacific,Malaysia,1993,CO₂ emissions from energy (MtCO₂),74.03584465
Energy Institute,Asia Pacific,Vietnam,1993,CO₂ emissions from energy (MtCO₂),20.68466293
Energy Institute,Asia Pacific,South Korea,1993,CO₂ emissions from energy (MtCO₂),317.9313471
Energy Institute,Asia Pacific,Pakistan,1993,CO₂ emissions from energy (MtCO₂),72.56770643
Energy Institute,Asia Pacific,Taiwan,1993,CO₂ emissions from energy (MtCO₂),149.711123
Energy Institute,Asia Pacific,Singapore,1993,CO₂ emissions from energy (MtCO₂),83.05939675
Energy Institute,Asia Pacific,Other Asia Pacific,1993,CO₂ emissions from energy (MtCO₂),125.9834198
Energy Institute,Asia Pacific,Australia,1993,CO₂ emissions from energy (MtCO₂),288.6582307
Energy Institute,Asia Pacific,Japan,1993,CO₂ emissions from energy (MtCO₂),1122.456491
Energy Institute,Asia Pacific,Bangladesh,1993,CO₂ emissions from energy (MtCO₂),14.14575494
Energy Institute,Asia Pacific,Australia,1994,CO₂ emissions from energy (MtCO₂),298.6401491
Energy Institute,Asia Pacific,China Hong Kong SAR,1994,CO₂ emissions from energy (MtCO₂),48.43349633
Energy Institute,Asia Pacific,Indonesia,1994,CO₂ emissions from energy (MtCO₂),176.6176935
Energy Institute,Asia Pacific,Sri Lanka,1994,CO₂ emissions from energy (MtCO₂),6.666000288
Energy Institute,Asia Pacific,South Korea,1994,CO₂ emissions from energy (MtCO₂),343.366154
Energy Institute,Asia Pacific,Philippines,1994,CO₂ emissions from energy (MtCO₂),50.86246041
Energy Institute,Asia Pacific,Japan,1994,CO₂ emissions from energy (MtCO₂),1182.765715
Energy Institute,Asia Pacific,Other Asia Pacific,1994,CO₂ emissions from energy (MtCO₂),118.3546663
Energy Institute,Asia Pacific,Vietnam,1994,CO₂ emissions from energy (MtCO₂),23.0691605
Energy Institute,Asia Pacific,Pakistan,1994,CO₂ emissions from energy (MtCO₂),76.15600147
Energy Institute,Asia Pacific,Taiwan,1994,CO₂ emissions from energy (MtCO₂),158.5005484
Energy Institute,Asia Pacific,Bangladesh,1994,CO₂ emissions from energy (MtCO₂),14.84279434
Energy Institute,Asia Pacific,China,1994,CO₂ emissions from energy (MtCO₂),2921.357668
Energy Institute,Asia Pacific,Singapore,1994,CO₂ emissions from energy (MtCO₂),95.67776019
Energy Institute,Asia Pacific,New Zealand,1994,CO₂ emissions from energy (MtCO₂),27.73507332
Energy Institute,Asia Pacific,Malaysia,1994,CO₂ emissions from energy (MtCO₂),79.59122432
Energy Institute,Asia Pacific,Thailand,1994,CO₂ emissions from energy (MtCO₂),137.2330507
Energy Institute,Asia Pacific,India,1994,CO₂ emissions from energy (MtCO₂),724.7865618
Energy Institute,Asia Pacific,Malaysia,1995,CO₂ emissions from energy (MtCO₂),84.90128767
Energy Institute,Asia Pacific,China,1995,CO₂ emissions from energy (MtCO₂),3009.163414
Energy Institute,Asia Pacific,Philippines,1995,CO₂ emissions from energy (MtCO₂),59.85884305
Energy Institute,Asia Pacific,Sri Lanka,1995,CO₂ emissions from energy (MtCO₂),7.100964444
Energy Institute,Asia Pacific,Pakistan,1995,CO₂ emissions from energy (MtCO₂),80.0346507
Energy Institute,Asia Pacific,India,1995,CO₂ emissions from energy (MtCO₂),773.4166961
Energy Institute,Asia Pacific,South Korea,1995,CO₂ emissions from energy (MtCO₂),372.714221
Energy Institute,Asia Pacific,Other Asia Pacific,1995,CO₂ emissions from energy (MtCO₂),114.6741741
Energy Institute,Asia Pacific,China Hong Kong SAR,1995,CO₂ emissions from energy (MtCO₂),52.21417876
Energy Institute,Asia Pacific,Vietnam,1995,CO₂ emissions from energy (MtCO₂),27.41422792
Energy Institute,Asia Pacific,New Zealand,1995,CO₂ emissions from energy (MtCO₂),27.98560835
Energy Institute,Asia Pacific,Japan,1995,CO₂ emissions from energy (MtCO₂),1193.303475
Energy Institute,Asia Pacific,Bangladesh,1995,CO₂ emissions from energy (MtCO₂),18.22196135
Energy Institute,Asia Pacific,Australia,1995,CO₂ emissions from energy (MtCO₂),307.6803307
Energy Institute,Asia Pacific,Thailand,1995,CO₂ emissions from energy (MtCO₂),154.0107237
Energy Institute,Asia Pacific,Singapore,1995,CO₂ emissions from energy (MtCO₂),98.55462674
Energy Institute,Asia Pacific,Indonesia,1995,CO₂ emissions from energy (MtCO₂),193.4109992
Energy Institute,Asia Pacific,Taiwan,1995,CO₂ emissions from energy (MtCO₂),168.9547839
Energy Institute,Asia Pacific,Thailand,1996,CO₂ emissions from energy (MtCO₂),171.9504665
Energy Institute,Asia Pacific,Vietnam,1996,CO₂ emissions from energy (MtCO₂),31.39410891
Energy Institute,Asia Pacific,Pakistan,1996,CO₂ emissions from energy (MtCO₂),84.8184837
Energy Institute,Asia Pacific,Philippines,1996,CO₂ emissions from energy (MtCO₂),64.2883828
Energy Institute,Asia Pacific,Singapore,1996,CO₂ emissions from energy (MtCO₂),98.37301583
Energy Institute,Asia Pacific,Japan,1996,CO₂ emissions from energy (MtCO₂),1215.183808
Energy Institute,Asia Pacific,India,1996,CO₂ emissions from energy (MtCO₂),812.4526643
Energy Institute,Asia Pacific,China,1996,CO₂ emissions from energy (MtCO₂),3156.655036
Energy Institute,Asia Pacific,China Hong Kong SAR,1996,CO₂ emissions from energy (MtCO₂),49.71592835
Energy Institute,Asia Pacific,Malaysia,1996,CO₂ emissions from energy (MtCO₂),98.91850498
Energy Institute,Asia Pacific,Indonesia,1996,CO₂ emissions from energy (MtCO₂),205.6292777
Energy Institute,Asia Pacific,Australia,1996,CO₂ emissions from energy (MtCO₂),318.0575722
Energy Institute,Asia Pacific,Bangladesh,1996,CO₂ emissions from energy (MtCO₂),18.42404689
Energy Institute,Asia Pacific,Taiwan,1996,CO₂ emissions from energy (MtCO₂),176.7509985
Energy Institute,Asia Pacific,Other Asia Pacific,1996,CO₂ emissions from energy (MtCO₂),105.6786051
