source,technology,region,country,year,metric_type,value
Energy Institute,Nuclear,CIS,Azerbaijan,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2012,Primary energy consumption (EJ),0.021890117
Energy Institute,Nuclear,CIS,Turkmenistan,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2012,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2012,Primary energy consumption (EJ),1.681626081
Energy Institute,Nuclear,CIS,Other CIS,2013,Primary energy consumption (EJ),0.022216763
Energy Institute,Nuclear,CIS,Russian Federation,2013,Primary energy consumption (EJ),1.624177456
Energy Institute,Nuclear,CIS,Uzbekistan,2013,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2013,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2013,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2013,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2013,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2013,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2014,Primary energy consumption (EJ),0.023067329
Energy Institute,Nuclear,CIS,Belarus,2014,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2014,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2014,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2014,Primary energy consumption (EJ),1.691654682
Energy Institute,Nuclear,CIS,Kazakhstan,2014,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2014,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2014,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2015,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2015,Primary energy consumption (EJ),1.818458438
Energy Institute,Nuclear,CIS,Other CIS,2015,Primary energy consumption (EJ),0.02593396
Energy Institute,Nuclear,CIS,Azerbaijan,2015,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2015,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2015,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2015,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2015,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2016,Primary energy consumption (EJ),1.818279624
Energy Institute,Nuclear,CIS,Other CIS,2016,Primary energy consumption (EJ),0.022014741
Energy Institute,Nuclear,CIS,USSR,2016,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2016,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2016,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2016,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2016,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2016,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2017,Primary energy consumption (EJ),0.024083419
Energy Institute,Nuclear,CIS,Azerbaijan,2017,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2017,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2017,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2017,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2017,Primary energy consumption (EJ),1.867586613
Energy Institute,Nuclear,CIS,Belarus,2017,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2017,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2018,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2018,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2018,Primary energy consumption (EJ),1.869826794
Energy Institute,Nuclear,CIS,Kazakhstan,2018,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2018,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2018,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2018,Primary energy consumption (EJ),0.018975107
Energy Institute,Nuclear,CIS,Belarus,2018,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2019,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2019,Primary energy consumption (EJ),1.903041601
Energy Institute,Nuclear,CIS,Turkmenistan,2019,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2019,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2019,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2019,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2019,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2019,Primary energy consumption (EJ),0.020013357
Energy Institute,Nuclear,CIS,Russian Federation,2020,Primary energy consumption (EJ),1.958911538
Energy Institute,Nuclear,CIS,Belarus,2020,Primary energy consumption (EJ),0.003066551
Energy Institute,Nuclear,CIS,Uzbekistan,2020,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2020,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2020,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2020,Primary energy consumption (EJ),0.025006905
Energy Institute,Nuclear,CIS,Kazakhstan,2020,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2020,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2021,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2021,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2021,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2021,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2021,Primary energy consumption (EJ),2.010293722
Energy Institute,Nuclear,CIS,Other CIS,2021,Primary energy consumption (EJ),0.018064396
Energy Institute,Nuclear,CIS,Belarus,2021,Primary energy consumption (EJ),0.052251518
Energy Institute,Nuclear,CIS,Uzbekistan,2021,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2022,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Azerbaijan,2022,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2022,Primary energy consumption (EJ),0.042198893
Energy Institute,Nuclear,CIS,USSR,2022,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Kazakhstan,2022,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2022,Primary energy consumption (EJ),2.01473999
Energy Institute,Nuclear,CIS,Other CIS,2022,Primary energy consumption (EJ),0.025634203
Energy Institute,Nuclear,CIS,Uzbekistan,2022,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Belarus,2023,Primary energy consumption (EJ),0.105305061
Energy Institute,Nuclear,CIS,Azerbaijan,2023,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Other CIS,2023,Primary energy consumption (EJ),0.02431166
Energy Institute,Nuclear,CIS,Kazakhstan,2023,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Uzbekistan,2023,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Turkmenistan,2023,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,USSR,2023,Primary energy consumption (EJ),
Energy Institute,Nuclear,CIS,Russian Federation,2023,Primary energy consumption (EJ),1.950732827
Energy Institute,Nuclear,Europe,Portugal,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2000,Primary energy consumption (EJ),0.491926342
Energy Institute,Nuclear,Europe,Netherlands,2000,Primary energy consumption (EJ),0.04003492
Energy Institute,Nuclear,Europe,Norway,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2000,Primary energy consumption (EJ),0.229624197
Energy Institute,Nuclear,Europe,Poland,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,France,2000,Primary energy consumption (EJ),4.240901947
Energy Institute,Nuclear,Europe,Germany,2000,Primary energy consumption (EJ),1.732534409
Energy Institute,Nuclear,Europe,Bulgaria,2000,Primary energy consumption (EJ),0.185689241
Energy Institute,Nuclear,Europe,Sweden,2000,Primary energy consumption (EJ),0.585485995
Energy Institute,Nuclear,Europe,Romania,2000,Primary energy consumption (EJ),0.055733334
Energy Institute,Nuclear,Europe,United Kingdom,2000,Primary energy consumption (EJ),0.868920743
Energy Institute,Nuclear,Europe,Ukraine,2000,Primary energy consumption (EJ),0.79004246
Energy Institute,Nuclear,Europe,Turkey,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Italy,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2000,Primary energy consumption (EJ),0.268268824
Energy Institute,Nuclear,Europe,Lithuania,2000,Primary energy consumption (EJ),0.086000539
Energy Institute,Nuclear,Europe,Denmark,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovakia,2000,Primary energy consumption (EJ),0.168487102
Energy Institute,Nuclear,Europe,Cyprus,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2000,Primary energy consumption (EJ),0.04863387
Energy Institute,Nuclear,Europe,North Macedonia,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Hungary,2000,Primary energy consumption (EJ),0.144849464
Energy Institute,Nuclear,Europe,Czech Republic,2000,Primary energy consumption (EJ),0.138822585
Energy Institute,Nuclear,Europe,Ireland,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Greece,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Spain,2000,Primary energy consumption (EJ),0.635437608
Energy Institute,Nuclear,Europe,Iceland,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2000,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,France,2001,Primary energy consumption (EJ),4.273383141
Energy Institute,Nuclear,Europe,Lithuania,2001,Primary energy consumption (EJ),0.115309782
Energy Institute,Nuclear,Europe,Ukraine,2001,Primary energy consumption (EJ),0.773018003
Energy Institute,Nuclear,Europe,Spain,2001,Primary energy consumption (EJ),0.646554768
Energy Institute,Nuclear,Europe,Portugal,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Denmark,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2001,Primary energy consumption (EJ),0.053351834
Energy Institute,Nuclear,Europe,Czech Republic,2001,Primary energy consumption (EJ),0.149686545
Energy Institute,Nuclear,Europe,Belgium,2001,Primary energy consumption (EJ),0.470383137
Energy Institute,Nuclear,Europe,Croatia,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2001,Primary energy consumption (EJ),0.914325595
Energy Institute,Nuclear,Europe,Luxembourg,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovakia,2001,Primary energy consumption (EJ),0.173573598
Energy Institute,Nuclear,Europe,Other Europe,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Greece,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,North Macedonia,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2001,Primary energy consumption (EJ),0.198437959
Energy Institute,Nuclear,Europe,Iceland,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Romania,2001,Primary energy consumption (EJ),0.055269942
Energy Institute,Nuclear,Europe,Hungary,2001,Primary energy consumption (EJ),0.143360853
Energy Institute,Nuclear,Europe,Germany,2001,Primary energy consumption (EJ),1.738526821
Energy Institute,Nuclear,Europe,Sweden,2001,Primary energy consumption (EJ),0.731814206
Energy Institute,Nuclear,Europe,Cyprus,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2001,Primary energy consumption (EJ),0.040316518
Energy Institute,Nuclear,Europe,Italy,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2001,Primary energy consumption (EJ),0.270201713
Energy Institute,Nuclear,Europe,Finland,2001,Primary energy consumption (EJ),0.231116846
Energy Institute,Nuclear,Europe,Turkey,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Poland,2001,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Spain,2002,Primary energy consumption (EJ),0.635405898
Energy Institute,Nuclear,Europe,Greece,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2002,Primary energy consumption (EJ),0.203903407
Energy Institute,Nuclear,Europe,Turkey,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Portugal,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Iceland,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ukraine,2002,Primary energy consumption (EJ),0.786392391
Energy Institute,Nuclear,Europe,Slovenia,2002,Primary energy consumption (EJ),0.055740189
Energy Institute,Nuclear,Europe,Czech Republic,2002,Primary energy consumption (EJ),0.188941896
Energy Institute,Nuclear,Europe,Germany,2002,Primary energy consumption (EJ),1.662142515
Energy Institute,Nuclear,Europe,Sweden,2002,Primary energy consumption (EJ),0.686780035
Energy Institute,Nuclear,Europe,North Macedonia,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Italy,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2002,Primary energy consumption (EJ),0.477542549
Energy Institute,Nuclear,Europe,Finland,2002,Primary energy consumption (EJ),0.224805981
Energy Institute,Nuclear,Europe,Lithuania,2002,Primary energy consumption (EJ),0.142597273
Energy Institute,Nuclear,Europe,France,2002,Primary energy consumption (EJ),4.403958797
Energy Institute,Nuclear,Europe,Croatia,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Denmark,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Hungary,2002,Primary energy consumption (EJ),0.140691534
Energy Institute,Nuclear,Europe,Netherlands,2002,Primary energy consumption (EJ),0.039461188
Energy Institute,Nuclear,Europe,Romania,2002,Primary energy consumption (EJ),0.055588938
Energy Institute,Nuclear,Europe,Switzerland,2002,Primary energy consumption (EJ),0.272693455
Energy Institute,Nuclear,Europe,Poland,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Cyprus,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2002,Primary energy consumption (EJ),0.885796845
Energy Institute,Nuclear,Europe,Estonia,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2002,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovakia,2002,Primary energy consumption (EJ),0.181024522
Energy Institute,Nuclear,Europe,Sweden,2003,Primary energy consumption (EJ),0.675404608
Energy Institute,Nuclear,Europe,Hungary,2003,Primary energy consumption (EJ),0.110334955
Energy Institute,Nuclear,Europe,Italy,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Iceland,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ukraine,2003,Primary energy consumption (EJ),0.815575004
Energy Institute,Nuclear,Europe,Slovakia,2003,Primary energy consumption (EJ),0.178972453
Energy Institute,Nuclear,Europe,Lithuania,2003,Primary energy consumption (EJ),0.155128166
Energy Institute,Nuclear,Europe,Romania,2003,Primary energy consumption (EJ),0.049151301
Energy Institute,Nuclear,Europe,Estonia,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2003,Primary energy consumption (EJ),0.173121586
Energy Institute,Nuclear,Europe,Turkey,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,France,2003,Primary energy consumption (EJ),4.418908596
Energy Institute,Nuclear,Europe,Cyprus,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2003,Primary energy consumption (EJ),0.052166905
Energy Institute,Nuclear,Europe,United Kingdom,2003,Primary energy consumption (EJ),0.888513148
Energy Institute,Nuclear,Europe,Austria,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Portugal,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Poland,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Netherlands,2003,Primary energy consumption (EJ),0.040254667
Energy Institute,Nuclear,Europe,Denmark,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2003,Primary energy consumption (EJ),0.273465872
Energy Institute,Nuclear,Europe,Greece,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2003,Primary energy consumption (EJ),0.474671751
Energy Institute,Nuclear,Europe,Czech Republic,2003,Primary energy consumption (EJ),0.259200484
Energy Institute,Nuclear,Europe,Germany,2003,Primary energy consumption (EJ),1.653671861
Energy Institute,Nuclear,Europe,Finland,2003,Primary energy consumption (EJ),0.227733031
Energy Institute,Nuclear,Europe,Spain,2003,Primary energy consumption (EJ),0.619901538
Energy Institute,Nuclear,Europe,North Macedonia,2003,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2004,Primary energy consumption (EJ),0.796374917
Energy Institute,Nuclear,Europe,Other Europe,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovakia,2004,Primary energy consumption (EJ),0.169490382
Energy Institute,Nuclear,Europe,Latvia,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Hungary,2004,Primary energy consumption (EJ),0.11861141
Energy Institute,Nuclear,Europe,Italy,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Sweden,2004,Primary energy consumption (EJ),0.773199081
Energy Institute,Nuclear,Europe,Bulgaria,2004,Primary energy consumption (EJ),0.167389929
Energy Institute,Nuclear,Europe,Austria,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Greece,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Turkey,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Romania,2004,Primary energy consumption (EJ),0.055229217
Energy Institute,Nuclear,Europe,Croatia,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Germany,2004,Primary energy consumption (EJ),1.663098216
Energy Institute,Nuclear,Europe,Netherlands,2004,Primary energy consumption (EJ),0.038047414
Energy Institute,Nuclear,Europe,Ireland,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2004,Primary energy consumption (EJ),0.266495168
Energy Institute,Nuclear,Europe,France,2004,Primary energy consumption (EJ),4.462148666
Energy Institute,Nuclear,Europe,Ukraine,2004,Primary energy consumption (EJ),0.866286397
Energy Institute,Nuclear,Europe,Slovenia,2004,Primary energy consumption (EJ),0.054343238
Energy Institute,Nuclear,Europe,Estonia,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Portugal,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2004,Primary energy consumption (EJ),0.470981389
Energy Institute,Nuclear,Europe,North Macedonia,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2004,Primary energy consumption (EJ),0.262057066
Energy Institute,Nuclear,Europe,Iceland,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Spain,2004,Primary energy consumption (EJ),0.63318485
Energy Institute,Nuclear,Europe,Lithuania,2004,Primary energy consumption (EJ),0.150333375
Energy Institute,Nuclear,Europe,Denmark,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2004,Primary energy consumption (EJ),0.226133183
Energy Institute,Nuclear,Europe,Luxembourg,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Cyprus,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Poland,2004,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Luxembourg,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Belgium,2005,Primary energy consumption (EJ),0.470799863
Energy Institute,Nuclear,Europe,Germany,2005,Primary energy consumption (EJ),1.612748027
Energy Institute,Nuclear,Europe,Poland,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2005,Primary energy consumption (EJ),0.244600296
Energy Institute,Nuclear,Europe,Latvia,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2005,Primary energy consumption (EJ),0.230191901
Energy Institute,Nuclear,Europe,Netherlands,2005,Primary energy consumption (EJ),0.039542004
Energy Institute,Nuclear,Europe,Ireland,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2005,Primary energy consumption (EJ),0.058203306
Energy Institute,Nuclear,Europe,Denmark,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2005,Primary energy consumption (EJ),0.229281336
Energy Institute,Nuclear,Europe,United Kingdom,2005,Primary energy consumption (EJ),0.807349324
Energy Institute,Nuclear,Europe,Greece,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Portugal,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Iceland,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Norway,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Estonia,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Bulgaria,2005,Primary energy consumption (EJ),0.184511602
Energy Institute,Nuclear,Europe,Ukraine,2005,Primary energy consumption (EJ),0.877955914
Energy Institute,Nuclear,Europe,Romania,2005,Primary energy consumption (EJ),0.054948907
Energy Institute,Nuclear,Europe,Cyprus,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Turkey,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,France,2005,Primary energy consumption (EJ),4.466431141
Energy Institute,Nuclear,Europe,Spain,2005,Primary energy consumption (EJ),0.569163859
Energy Institute,Nuclear,Europe,North Macedonia,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Italy,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovakia,2005,Primary energy consumption (EJ),0.175351813
Energy Institute,Nuclear,Europe,Sweden,2005,Primary energy consumption (EJ),0.719042122
Energy Institute,Nuclear,Europe,Hungary,2005,Primary energy consumption (EJ),0.136843055
Energy Institute,Nuclear,Europe,Lithuania,2005,Primary energy consumption (EJ),0.102257393
Energy Institute,Nuclear,Europe,Other Europe,2005,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Denmark,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Croatia,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Austria,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,United Kingdom,2006,Primary energy consumption (EJ),0.741648257
Energy Institute,Nuclear,Europe,Hungary,2006,Primary energy consumption (EJ),0.132315978
Energy Institute,Nuclear,Europe,Slovakia,2006,Primary energy consumption (EJ),0.177050397
Energy Institute,Nuclear,Europe,Estonia,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Latvia,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Slovenia,2006,Primary energy consumption (EJ),0.05453451
Energy Institute,Nuclear,Europe,Italy,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Lithuania,2006,Primary energy consumption (EJ),0.085037664
Energy Institute,Nuclear,Europe,Greece,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Other Europe,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Finland,2006,Primary energy consumption (EJ),0.225156367
Energy Institute,Nuclear,Europe,North Macedonia,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Poland,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Spain,2006,Primary energy consumption (EJ),0.591013312
Energy Institute,Nuclear,Europe,Cyprus,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Ireland,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Switzerland,2006,Primary energy consumption (EJ),0.271544725
Energy Institute,Nuclear,Europe,Iceland,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Czech Republic,2006,Primary energy consumption (EJ),0.256026149
Energy Institute,Nuclear,Europe,Luxembourg,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Germany,2006,Primary energy consumption (EJ),1.645039201
Energy Institute,Nuclear,Europe,Turkey,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Portugal,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,Romania,2006,Primary energy consumption (EJ),0.055360194
Energy Institute,Nuclear,Europe,Ukraine,2006,Primary energy consumption (EJ),0.886873841
Energy Institute,Nuclear,Europe,Bulgaria,2006,Primary energy consumption (EJ),0.191607997
Energy Institute,Nuclear,Europe,Belgium,2006,Primary energy consumption (EJ),0.458500773
Energy Institute,Nuclear,Europe,Netherlands,2006,Primary energy consumption (EJ),0.034103129
Energy Institute,Nuclear,Europe,Sweden,2006,Primary energy consumption (EJ),0.658357978
Energy Institute,Nuclear,Europe,Norway,2006,Primary energy consumption (EJ),
Energy Institute,Nuclear,Europe,France,2006,Primary energy consumption (EJ),4.425188541
