source,technology,region,country,year,metric_type,value
Energy Institute,Biofuels,Europe,Netherlands,2003,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,France,2004,Primary energy consumption (EJ),0.01399744
Energy Institute,Biofuels,Europe,Other Europe,2004,Primary energy consumption (EJ),0.00148016
Energy Institute,Biofuels,Europe,Portugal,2004,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Germany,2004,Primary energy consumption (EJ),0.038863367
Energy Institute,Biofuels,Europe,Spain,2004,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Netherlands,2004,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Poland,2004,Primary energy consumption (EJ),0.000562818
Energy Institute,Biofuels,Europe,Sweden,2004,Primary energy consumption (EJ),0.0052808
Energy Institute,Biofuels,Europe,Italy,2004,Primary energy consumption (EJ),0.009913659
Energy Institute,Biofuels,Europe,Finland,2004,Primary energy consumption (EJ),0.0001876
Energy Institute,Biofuels,Europe,United Kingdom,2004,Primary energy consumption (EJ),0.00061862
Energy Institute,Biofuels,Europe,Austria,2004,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Belgium,2004,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Spain,2005,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Italy,2005,Primary energy consumption (EJ),0.006957946
Energy Institute,Biofuels,Europe,Belgium,2005,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,United Kingdom,2005,Primary energy consumption (EJ),0.002916443
Energy Institute,Biofuels,Europe,Sweden,2005,Primary energy consumption (EJ),0.005979916
Energy Institute,Biofuels,Europe,Austria,2005,Primary energy consumption (EJ),0.002599213
Energy Institute,Biofuels,Europe,Netherlands,2005,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Other Europe,2005,Primary energy consumption (EJ),0.001145018
Energy Institute,Biofuels,Europe,Portugal,2005,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Finland,2005,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Poland,2005,Primary energy consumption (EJ),0.0019754
Energy Institute,Biofuels,Europe,France,2005,Primary energy consumption (EJ),0.023700261
Energy Institute,Biofuels,Europe,Germany,2005,Primary energy consumption (EJ),0.071783419
Energy Institute,Biofuels,Europe,Italy,2006,Primary energy consumption (EJ),0.00784146
Energy Institute,Biofuels,Europe,Finland,2006,Primary energy consumption (EJ),2.68E-05
Energy Institute,Biofuels,Europe,Austria,2006,Primary energy consumption (EJ),0.01041439
Energy Institute,Biofuels,Europe,United Kingdom,2006,Primary energy consumption (EJ),0.00742755
Energy Institute,Biofuels,Europe,Sweden,2006,Primary energy consumption (EJ),0.008170766
Energy Institute,Biofuels,Europe,Germany,2006,Primary energy consumption (EJ),0.114475518
Energy Institute,Biofuels,Europe,Belgium,2006,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Portugal,2006,Primary energy consumption (EJ),0.002982126
Energy Institute,Biofuels,Europe,Spain,2006,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,France,2006,Primary energy consumption (EJ),0.028701799
Energy Institute,Biofuels,Europe,Netherlands,2006,Primary energy consumption (EJ),0.001675409
Energy Institute,Biofuels,Europe,Poland,2006,Primary energy consumption (EJ),0.0035258
Energy Institute,Biofuels,Europe,Other Europe,2006,Primary energy consumption (EJ),0.007374278
Energy Institute,Biofuels,Europe,Belgium,2007,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Other Europe,2007,Primary energy consumption (EJ),0.017701642
Energy Institute,Biofuels,Europe,Finland,2007,Primary energy consumption (EJ),5.36E-05
Energy Institute,Biofuels,Europe,Netherlands,2007,Primary energy consumption (EJ),0.013675584
Energy Institute,Biofuels,Europe,Sweden,2007,Primary energy consumption (EJ),0.011252268
Energy Institute,Biofuels,Europe,Poland,2007,Primary energy consumption (EJ),0.0039266
Energy Institute,Biofuels,Europe,Portugal,2007,Primary energy consumption (EJ),0.005648753
Energy Institute,Biofuels,Europe,Germany,2007,Primary energy consumption (EJ),0.130127076
Energy Institute,Biofuels,Europe,United Kingdom,2007,Primary energy consumption (EJ),0.014493387
Energy Institute,Biofuels,Europe,Italy,2007,Primary energy consumption (EJ),0.007118343
Energy Institute,Biofuels,Europe,France,2007,Primary energy consumption (EJ),0.057832968
Energy Institute,Biofuels,Europe,Spain,2007,Primary energy consumption (EJ),0.017666063
Energy Institute,Biofuels,Europe,Austria,2007,Primary energy consumption (EJ),0.0123967
Energy Institute,Biofuels,Europe,Spain,2008,Primary energy consumption (EJ),0.034553951
Energy Institute,Biofuels,Europe,Netherlands,2008,Primary energy consumption (EJ),0.011879381
Energy Institute,Biofuels,Europe,Other Europe,2008,Primary energy consumption (EJ),0.032737221
Energy Institute,Biofuels,Europe,Poland,2008,Primary energy consumption (EJ),0.0180344
Energy Institute,Biofuels,Europe,France,2008,Primary energy consumption (EJ),0.093849715
Energy Institute,Biofuels,Europe,United Kingdom,2008,Primary energy consumption (EJ),0.03326324
Energy Institute,Biofuels,Europe,Belgium,2008,Primary energy consumption (EJ),
Energy Institute,Biofuels,Europe,Italy,2008,Primary energy consumption (EJ),0.028738142
Energy Institute,Biofuels,Europe,Austria,2008,Primary energy consumption (EJ),0.013915916
Energy Institute,Biofuels,Europe,Finland,2008,Primary energy consumption (EJ),0.003087
Energy Institute,Biofuels,Europe,Germany,2008,Primary energy consumption (EJ),0.114175042
Energy Institute,Biofuels,Europe,Sweden,2008,Primary energy consumption (EJ),0.013710605
Energy Institute,Biofuels,Europe,Portugal,2008,Primary energy consumption (EJ),0.005778483
Energy Institute,Biofuels,Europe,Netherlands,2009,Primary energy consumption (EJ),0.015550404
Energy Institute,Biofuels,Europe,Belgium,2009,Primary energy consumption (EJ),0.005490636
Energy Institute,Biofuels,Europe,United Kingdom,2009,Primary energy consumption (EJ),0.041230698
Energy Institute,Biofuels,Europe,Finland,2009,Primary energy consumption (EJ),0.0052076
Energy Institute,Biofuels,Europe,France,2009,Primary energy consumption (EJ),0.100411342
Energy Institute,Biofuels,Europe,Austria,2009,Primary energy consumption (EJ),0.0176887
Energy Institute,Biofuels,Europe,Portugal,2009,Primary energy consumption (EJ),0.0094225
Energy Institute,Biofuels,Europe,Sweden,2009,Primary energy consumption (EJ),0.014098852
Energy Institute,Biofuels,Europe,Germany,2009,Primary energy consumption (EJ),0.113445321
Energy Institute,Biofuels,Europe,Other Europe,2009,Primary energy consumption (EJ),0.038343956
Energy Institute,Biofuels,Europe,Italy,2009,Primary energy consumption (EJ),0.046385308
Energy Institute,Biofuels,Europe,Spain,2009,Primary energy consumption (EJ),0.058387964
Energy Institute,Biofuels,Europe,Poland,2009,Primary energy consumption (EJ),0.0226892
Energy Institute,Biofuels,Europe,Austria,2010,Primary energy consumption (EJ),0.018678486
Energy Institute,Biofuels,Europe,Italy,2010,Primary energy consumption (EJ),0.057108948
Energy Institute,Biofuels,Europe,France,2010,Primary energy consumption (EJ),0.098405376
Energy Institute,Biofuels,Europe,Finland,2010,Primary energy consumption (EJ),0.0051948
Energy Institute,Biofuels,Europe,Spain,2010,Primary energy consumption (EJ),0.080125639
Energy Institute,Biofuels,Europe,United Kingdom,2010,Primary energy consumption (EJ),0.047937584
Energy Institute,Biofuels,Europe,Germany,2010,Primary energy consumption (EJ),0.113552
Energy Institute,Biofuels,Europe,Netherlands,2010,Primary energy consumption (EJ),0.0095334
Energy Institute,Biofuels,Europe,Portugal,2010,Primary energy consumption (EJ),0.01368742
Energy Institute,Biofuels,Europe,Other Europe,2010,Primary energy consumption (EJ),0.049714266
Energy Institute,Biofuels,Europe,Poland,2010,Primary energy consumption (EJ),0.026738801
Energy Institute,Biofuels,Europe,Belgium,2010,Primary energy consumption (EJ),0.014893249
Energy Institute,Biofuels,Europe,Sweden,2010,Primary energy consumption (EJ),0.014744287
Energy Institute,Biofuels,Europe,Italy,2011,Primary energy consumption (EJ),0.056419461
Energy Institute,Biofuels,Europe,Belgium,2011,Primary energy consumption (EJ),0.014726503
Energy Institute,Biofuels,Europe,Other Europe,2011,Primary energy consumption (EJ),0.059325125
Energy Institute,Biofuels,Europe,Finland,2011,Primary energy consumption (EJ),0.0077276
Energy Institute,Biofuels,Europe,France,2011,Primary energy consumption (EJ),0.097203985
Energy Institute,Biofuels,Europe,United Kingdom,2011,Primary energy consumption (EJ),0.044378634
Energy Institute,Biofuels,Europe,Sweden,2011,Primary energy consumption (EJ),0.016816981
Energy Institute,Biofuels,Europe,Spain,2011,Primary energy consumption (EJ),0.09441179
Energy Institute,Biofuels,Europe,Poland,2011,Primary energy consumption (EJ),0.028361601
Energy Institute,Biofuels,Europe,Austria,2011,Primary energy consumption (EJ),0.018381021
Energy Institute,Biofuels,Europe,Netherlands,2011,Primary energy consumption (EJ),0.0134058
Energy Institute,Biofuels,Europe,Portugal,2011,Primary energy consumption (EJ),0.012863779
Energy Institute,Biofuels,Europe,Germany,2011,Primary energy consumption (EJ),0.118254002
Energy Institute,Biofuels,Europe,Netherlands,2012,Primary energy consumption (EJ),0.0139784
Energy Institute,Biofuels,Europe,Portugal,2012,Primary energy consumption (EJ),0.011641776
Energy Institute,Biofuels,Europe,France,2012,Primary energy consumption (EJ),0.106414096
Energy Institute,Biofuels,Europe,Sweden,2012,Primary energy consumption (EJ),0.01926807
Energy Institute,Biofuels,Europe,Austria,2012,Primary energy consumption (EJ),0.019147868
Energy Institute,Biofuels,Europe,Other Europe,2012,Primary energy consumption (EJ),0.069068103
Energy Institute,Biofuels,Europe,Poland,2012,Primary energy consumption (EJ),0.0314566
Energy Institute,Biofuels,Europe,Italy,2012,Primary energy consumption (EJ),0.062977388
Energy Institute,Biofuels,Europe,Spain,2012,Primary energy consumption (EJ),0.117574672
Energy Institute,Biofuels,Europe,Belgium,2012,Primary energy consumption (EJ),0.014547978
Energy Institute,Biofuels,Europe,Germany,2012,Primary energy consumption (EJ),0.125973202
Energy Institute,Biofuels,Europe,Finland,2012,Primary energy consumption (EJ),0.0076396
Energy Institute,Biofuels,Europe,United Kingdom,2012,Primary energy consumption (EJ),0.037314519
Energy Institute,Biofuels,Europe,Other Europe,2013,Primary energy consumption (EJ),0.085166748
Energy Institute,Biofuels,Europe,Portugal,2013,Primary energy consumption (EJ),0.011528336
Energy Institute,Biofuels,Europe,Austria,2013,Primary energy consumption (EJ),0.018786385
Energy Institute,Biofuels,Europe,Netherlands,2013,Primary energy consumption (EJ),0.0133392
Energy Institute,Biofuels,Europe,Poland,2013,Primary energy consumption (EJ),0.030624801
Energy Institute,Biofuels,Europe,Italy,2013,Primary energy consumption (EJ),0.052873594
Energy Institute,Biofuels,Europe,United Kingdom,2013,Primary energy consumption (EJ),0.042651884
Energy Institute,Biofuels,Europe,France,2013,Primary energy consumption (EJ),0.108384637
Energy Institute,Biofuels,Europe,Sweden,2013,Primary energy consumption (EJ),0.022921392
Energy Institute,Biofuels,Europe,Finland,2013,Primary energy consumption (EJ),0.0084814
Energy Institute,Biofuels,Europe,Belgium,2013,Primary energy consumption (EJ),0.01439137
Energy Institute,Biofuels,Europe,Germany,2013,Primary energy consumption (EJ),0.112723
Energy Institute,Biofuels,Europe,Spain,2013,Primary energy consumption (EJ),0.049049048
Energy Institute,Biofuels,Europe,Austria,2014,Primary energy consumption (EJ),0.018566424
Energy Institute,Biofuels,Europe,Portugal,2014,Primary energy consumption (EJ),0.011589485
Energy Institute,Biofuels,Europe,Spain,2014,Primary energy consumption (EJ),0.052053434
Energy Institute,Biofuels,Europe,Finland,2014,Primary energy consumption (EJ),0.0181614
Energy Institute,Biofuels,Europe,Sweden,2014,Primary energy consumption (EJ),0.027152516
Energy Institute,Biofuels,Europe,Other Europe,2014,Primary energy consumption (EJ),0.081600673
Energy Institute,Biofuels,Europe,Italy,2014,Primary energy consumption (EJ),0.045165615
Energy Institute,Biofuels,Europe,Germany,2014,Primary energy consumption (EJ),0.118192799
Energy Institute,Biofuels,Europe,United Kingdom,2014,Primary energy consumption (EJ),0.048726913
Energy Institute,Biofuels,Europe,France,2014,Primary energy consumption (EJ),0.116872471
Energy Institute,Biofuels,Europe,Belgium,2014,Primary energy consumption (EJ),0.017285325
Energy Institute,Biofuels,Europe,Netherlands,2014,Primary energy consumption (EJ),0.0156562
Energy Institute,Biofuels,Europe,Poland,2014,Primary energy consumption (EJ),0.029126801
Energy Institute,Biofuels,Europe,France,2015,Primary energy consumption (EJ),0.117892345
Energy Institute,Biofuels,Europe,Netherlands,2015,Primary energy consumption (EJ),0.013394792
Energy Institute,Biofuels,Europe,Germany,2015,Primary energy consumption (EJ),0.110801399
Energy Institute,Biofuels,Europe,United Kingdom,2015,Primary energy consumption (EJ),0.038947133
Energy Institute,Biofuels,Europe,Portugal,2015,Primary energy consumption (EJ),0.014693459
Energy Institute,Biofuels,Europe,Poland,2015,Primary energy consumption (EJ),0.0272464
Energy Institute,Biofuels,Europe,Other Europe,2015,Primary energy consumption (EJ),0.084059387
Energy Institute,Biofuels,Europe,Finland,2015,Primary energy consumption (EJ),0.0181524
Energy Institute,Biofuels,Europe,Sweden,2015,Primary energy consumption (EJ),0.032280321
Energy Institute,Biofuels,Europe,Austria,2015,Primary energy consumption (EJ),0.019270517
Energy Institute,Biofuels,Europe,Belgium,2015,Primary energy consumption (EJ),0.010798644
Energy Institute,Biofuels,Europe,Italy,2015,Primary energy consumption (EJ),0.055749015
Energy Institute,Biofuels,Europe,Spain,2015,Primary energy consumption (EJ),0.05323775
Energy Institute,Biofuels,Europe,Finland,2016,Primary energy consumption (EJ),0.0065918
Energy Institute,Biofuels,Europe,Poland,2016,Primary energy consumption (EJ),0.018919
Energy Institute,Biofuels,Europe,France,2016,Primary energy consumption (EJ),0.118605794
Energy Institute,Biofuels,Europe,Other Europe,2016,Primary energy consumption (EJ),0.09516955
Energy Institute,Biofuels,Europe,Germany,2016,Primary energy consumption (EJ),0.111062329
Energy Institute,Biofuels,Europe,Sweden,2016,Primary energy consumption (EJ),0.039650017
Energy Institute,Biofuels,Europe,Italy,2016,Primary energy consumption (EJ),0.055445388
Energy Institute,Biofuels,Europe,Austria,2016,Primary energy consumption (EJ),0.019315904
Energy Institute,Biofuels,Europe,Spain,2016,Primary energy consumption (EJ),0.06073033
Energy Institute,Biofuels,Europe,Belgium,2016,Primary energy consumption (EJ),0.018191126
Energy Institute,Biofuels,Europe,Netherlands,2016,Primary energy consumption (EJ),0.010709386
Energy Institute,Biofuels,Europe,Portugal,2016,Primary energy consumption (EJ),0.011406654
Energy Institute,Biofuels,Europe,United Kingdom,2016,Primary energy consumption (EJ),0.039465729
Energy Institute,Biofuels,Europe,Belgium,2017,Primary energy consumption (EJ),0.019633457
Energy Institute,Biofuels,Europe,Germany,2017,Primary energy consumption (EJ),0.112982979
Energy Institute,Biofuels,Europe,Austria,2017,Primary energy consumption (EJ),0.019266169
Energy Institute,Biofuels,Europe,Sweden,2017,Primary energy consumption (EJ),0.037564455
Energy Institute,Biofuels,Europe,United Kingdom,2017,Primary energy consumption (EJ),0.038975662
Energy Institute,Biofuels,Europe,Spain,2017,Primary energy consumption (EJ),0.069979721
Energy Institute,Biofuels,Europe,Netherlands,2017,Primary energy consumption (EJ),0.013851422
Energy Institute,Biofuels,Europe,Poland,2017,Primary energy consumption (EJ),0.025268856
Energy Institute,Biofuels,Europe,France,2017,Primary energy consumption (EJ),0.119532654
