source,region,country,year,metric_type,value
Energy Institute,European Union #,,2000,Primary energy consumption (EJ),64.88814617
Energy Institute,European Union #,,2001,Primary energy consumption (EJ),66.08613021
Energy Institute,European Union #,,2002,Primary energy consumption (EJ),65.70016753
Energy Institute,European Union #,,2003,Primary energy consumption (EJ),66.89395369
Energy Institute,European Union #,,2004,Primary energy consumption (EJ),67.85203509
Energy Institute,European Union #,,2005,Primary energy consumption (EJ),67.88506761
Energy Institute,European Union #,,2006,Primary energy consumption (EJ),68.31641848
Energy Institute,European Union #,,2007,Primary energy consumption (EJ),67.5136971
Energy Institute,European Union #,,2008,Primary energy consumption (EJ),67.25390472
Energy Institute,European Union #,,2009,Primary energy consumption (EJ),63.22339129
Energy Institute,European Union #,,2010,Primary energy consumption (EJ),65.81702952
Energy Institute,European Union #,,2011,Primary energy consumption (EJ),63.88086367
Energy Institute,European Union #,,2012,Primary energy consumption (EJ),63.18902237
Energy Institute,European Union #,,2013,Primary energy consumption (EJ),62.74041486
Energy Institute,European Union #,,2014,Primary energy consumption (EJ),60.53917308
Energy Institute,European Union #,,2015,Primary energy consumption (EJ),61.37502513
Energy Institute,European Union #,,2016,Primary energy consumption (EJ),62.01229054
Energy Institute,European Union #,,2017,Primary energy consumption (EJ),62.98269657
Energy Institute,European Union #,,2018,Primary energy consumption (EJ),62.79346826
Energy Institute,European Union #,,2019,Primary energy consumption (EJ),61.75766922
Energy Institute,European Union #,,2020,Primary energy consumption (EJ),57.11265635
Energy Institute,European Union #,,2021,Primary energy consumption (EJ),60.21390179
Energy Institute,European Union #,,2022,Primary energy consumption (EJ),57.85391028
Energy Institute,European Union #,,2023,Primary energy consumption (EJ),56.3833558
Energy Institute,Non-OECD,,2000,Primary energy consumption (EJ),164.9102302
Energy Institute,Non-OECD,,2001,Primary energy consumption (EJ),170.5533274
Energy Institute,Non-OECD,,2002,Primary energy consumption (EJ),177.0068704
Energy Institute,Non-OECD,,2003,Primary energy consumption (EJ),189.3872007
Energy Institute,Non-OECD,,2004,Primary energy consumption (EJ),206.1659323
Energy Institute,Non-OECD,,2005,Primary energy consumption (EJ),219.2758144
Energy Institute,Non-OECD,,2006,Primary energy consumption (EJ),231.9194663
Energy Institute,Non-OECD,,2007,Primary energy consumption (EJ),244.8310589
Energy Institute,Non-OECD,,2008,Primary energy consumption (EJ),253.2388888
Energy Institute,Non-OECD,,2009,Primary energy consumption (EJ),257.1145763
Energy Institute,Non-OECD,,2010,Primary energy consumption (EJ),272.183851
Energy Institute,Non-OECD,,2011,Primary energy consumption (EJ),286.3533189
Energy Institute,Non-OECD,,2012,Primary energy consumption (EJ),295.7791889
Energy Institute,Non-OECD,,2013,Primary energy consumption (EJ),302.6644786
Energy Institute,Non-OECD,,2014,Primary energy consumption (EJ),310.3237983
Energy Institute,Non-OECD,,2015,Primary energy consumption (EJ),313.8931159
Energy Institute,Non-OECD,,2016,Primary energy consumption (EJ),318.3640202
Energy Institute,Non-OECD,,2017,Primary energy consumption (EJ),328.977265
Energy Institute,Non-OECD,,2018,Primary energy consumption (EJ),340.8142387
Energy Institute,Non-OECD,,2019,Primary energy consumption (EJ),349.5199429
Energy Institute,Non-OECD,,2020,Primary energy consumption (EJ),345.6942444
Energy Institute,Non-OECD,,2021,Primary energy consumption (EJ),364.068363
Energy Institute,Non-OECD,,2022,Primary energy consumption (EJ),373.8000625
Energy Institute,Non-OECD,,2023,Primary energy consumption (EJ),389.7319869
Energy Institute,Africa,Other Northern Africa,2000,Primary energy consumption (EJ),0.962115332
Energy Institute,Africa,Other Southern Africa,2000,Primary energy consumption (EJ),0.133768577
Energy Institute,Africa,Algeria,2000,Primary energy consumption (EJ),1.079804302
Energy Institute,Africa,Eastern Africa,2000,Primary energy consumption (EJ),1.023053643
Energy Institute,Africa,Egypt,2000,Primary energy consumption (EJ),2.04672042
Energy Institute,Africa,Morocco,2000,Primary energy consumption (EJ),0.422868149
Energy Institute,Africa,Middle Africa,2000,Primary energy consumption (EJ),0.338718698
Energy Institute,Africa,Western Africa,2000,Primary energy consumption (EJ),1.231376307
Energy Institute,Africa,South Africa,2000,Primary energy consumption (EJ),4.267379438
Energy Institute,Africa,Algeria,2001,Primary energy consumption (EJ),1.118926647
Energy Institute,Africa,Western Africa,2001,Primary energy consumption (EJ),1.337125739
Energy Institute,Africa,Middle Africa,2001,Primary energy consumption (EJ),0.346117832
Energy Institute,Africa,Morocco,2001,Primary energy consumption (EJ),0.45685961
Energy Institute,Africa,Other Northern Africa,2001,Primary energy consumption (EJ),0.98369604
Energy Institute,Africa,Egypt,2001,Primary energy consumption (EJ),2.135929775
Energy Institute,Africa,Other Southern Africa,2001,Primary energy consumption (EJ),0.135768364
Energy Institute,Africa,Eastern Africa,2001,Primary energy consumption (EJ),1.113682124
Energy Institute,Africa,South Africa,2001,Primary energy consumption (EJ),4.289530978
Energy Institute,Africa,Egypt,2002,Primary energy consumption (EJ),2.196877749
Energy Institute,Africa,Eastern Africa,2002,Primary energy consumption (EJ),1.128403504
Energy Institute,Africa,Algeria,2002,Primary energy consumption (EJ),1.159021888
Energy Institute,Africa,Other Northern Africa,2002,Primary energy consumption (EJ),0.974023247
Energy Institute,Africa,South Africa,2002,Primary energy consumption (EJ),4.180049199
Energy Institute,Africa,Other Southern Africa,2002,Primary energy consumption (EJ),0.135577937
Energy Institute,Africa,Western Africa,2002,Primary energy consumption (EJ),1.46428344
Energy Institute,Africa,Middle Africa,2002,Primary energy consumption (EJ),0.365150427
Energy Institute,Africa,Morocco,2002,Primary energy consumption (EJ),0.468331139
Energy Institute,Africa,Other Southern Africa,2003,Primary energy consumption (EJ),0.135753303
Energy Institute,Africa,Morocco,2003,Primary energy consumption (EJ),0.469620598
Energy Institute,Africa,Algeria,2003,Primary energy consumption (EJ),1.212919592
Energy Institute,Africa,South Africa,2003,Primary energy consumption (EJ),4.528646675
Energy Institute,Africa,Western Africa,2003,Primary energy consumption (EJ),1.443895325
Energy Institute,Africa,Middle Africa,2003,Primary energy consumption (EJ),0.3915944
Energy Institute,Africa,Egypt,2003,Primary energy consumption (EJ),2.325569876
Energy Institute,Africa,Other Northern Africa,2003,Primary energy consumption (EJ),1.010121426
Energy Institute,Africa,Eastern Africa,2003,Primary energy consumption (EJ),1.137003745
Energy Institute,Africa,Western Africa,2004,Primary energy consumption (EJ),1.485147074
Energy Institute,Africa,Middle Africa,2004,Primary energy consumption (EJ),0.472489104
Energy Institute,Africa,Other Northern Africa,2004,Primary energy consumption (EJ),1.091900118
Energy Institute,Africa,Eastern Africa,2004,Primary energy consumption (EJ),1.211103868
Energy Institute,Africa,South Africa,2004,Primary energy consumption (EJ),4.941985737
Energy Institute,Africa,Other Southern Africa,2004,Primary energy consumption (EJ),0.136590509
Energy Institute,Africa,Egypt,2004,Primary energy consumption (EJ),2.455393798
Energy Institute,Africa,Algeria,2004,Primary energy consumption (EJ),1.259200055
Energy Institute,Africa,Morocco,2004,Primary energy consumption (EJ),0.534826875
Energy Institute,Africa,Western Africa,2005,Primary energy consumption (EJ),1.544711144
Energy Institute,Africa,Algeria,2005,Primary energy consumption (EJ),1.318577501
Energy Institute,Africa,Other Northern Africa,2005,Primary energy consumption (EJ),1.114660351
Energy Institute,Africa,Other Southern Africa,2005,Primary energy consumption (EJ),0.147089529
Energy Institute,Africa,Middle Africa,2005,Primary energy consumption (EJ),0.458780911
Energy Institute,Africa,Eastern Africa,2005,Primary energy consumption (EJ),1.267638464
Energy Institute,Africa,Egypt,2005,Primary energy consumption (EJ),2.517899829
Energy Institute,Africa,South Africa,2005,Primary energy consumption (EJ),4.677557302
Energy Institute,Africa,Morocco,2005,Primary energy consumption (EJ),0.580802057
Energy Institute,Africa,Middle Africa,2006,Primary energy consumption (EJ),0.513840762
Energy Institute,Africa,Egypt,2006,Primary energy consumption (EJ),2.651919585
Energy Institute,Africa,Morocco,2006,Primary energy consumption (EJ),0.59279309
Energy Institute,Africa,Other Northern Africa,2006,Primary energy consumption (EJ),1.127882742
Energy Institute,Africa,Other Southern Africa,2006,Primary energy consumption (EJ),0.143534959
Energy Institute,Africa,Eastern Africa,2006,Primary energy consumption (EJ),1.316263179
Energy Institute,Africa,Algeria,2006,Primary energy consumption (EJ),1.365192172
Energy Institute,Africa,Western Africa,2006,Primary energy consumption (EJ),1.404904608
Energy Institute,Africa,South Africa,2006,Primary energy consumption (EJ),4.773818212
Energy Institute,Africa,Middle Africa,2007,Primary energy consumption (EJ),0.533264065
Energy Institute,Africa,Morocco,2007,Primary energy consumption (EJ),0.587622076
Energy Institute,Africa,Other Southern Africa,2007,Primary energy consumption (EJ),0.149181591
Energy Institute,Africa,Western Africa,2007,Primary energy consumption (EJ),1.500231982
Energy Institute,Africa,Algeria,2007,Primary energy consumption (EJ),1.438703194
Energy Institute,Africa,Eastern Africa,2007,Primary energy consumption (EJ),1.386224001
Energy Institute,Africa,Other Northern Africa,2007,Primary energy consumption (EJ),1.099390247
Energy Institute,Africa,Egypt,2007,Primary energy consumption (EJ),2.824485837
Energy Institute,Africa,South Africa,2007,Primary energy consumption (EJ),4.903902662
Energy Institute,Africa,Other Northern Africa,2008,Primary energy consumption (EJ),1.140891258
Energy Institute,Africa,Other Southern Africa,2008,Primary energy consumption (EJ),0.155099639
Energy Institute,Africa,Egypt,2008,Primary energy consumption (EJ),2.994617344
Energy Institute,Africa,Middle Africa,2008,Primary energy consumption (EJ),0.583541255
Energy Institute,Africa,Western Africa,2008,Primary energy consumption (EJ),1.606648577
Energy Institute,Africa,Eastern Africa,2008,Primary energy consumption (EJ),1.374768881
Energy Institute,Africa,Algeria,2008,Primary energy consumption (EJ),1.524804989
Energy Institute,Africa,Morocco,2008,Primary energy consumption (EJ),0.648470892
Energy Institute,Africa,South Africa,2008,Primary energy consumption (EJ),5.25490627
Energy Institute,Africa,Algeria,2009,Primary energy consumption (EJ),1.615893591
Energy Institute,Africa,Other Southern Africa,2009,Primary energy consumption (EJ),0.16006234
Energy Institute,Africa,South Africa,2009,Primary energy consumption (EJ),5.231569882
Energy Institute,Africa,Morocco,2009,Primary energy consumption (EJ),0.632842882
Energy Institute,Africa,Middle Africa,2009,Primary energy consumption (EJ),0.618911148
Energy Institute,Africa,Western Africa,2009,Primary energy consumption (EJ),1.503554402
Energy Institute,Africa,Egypt,2009,Primary energy consumption (EJ),3.102016777
Energy Institute,Africa,Eastern Africa,2009,Primary energy consumption (EJ),1.461233609
Energy Institute,Africa,Other Northern Africa,2009,Primary energy consumption (EJ),1.21743703
Energy Institute,Africa,Eastern Africa,2010,Primary energy consumption (EJ),1.588521326
Energy Institute,Africa,Egypt,2010,Primary energy consumption (EJ),3.222402349
Energy Institute,Africa,Algeria,2010,Primary energy consumption (EJ),1.580381629
Energy Institute,Africa,Morocco,2010,Primary energy consumption (EJ),0.701843019
Energy Institute,Africa,South Africa,2010,Primary energy consumption (EJ),5.270358476
Energy Institute,Africa,Other Northern Africa,2010,Primary energy consumption (EJ),1.256016933
Energy Institute,Africa,Western Africa,2010,Primary energy consumption (EJ),1.585049801
Energy Institute,Africa,Middle Africa,2010,Primary energy consumption (EJ),0.684360105
Energy Institute,Africa,Other Southern Africa,2010,Primary energy consumption (EJ),0.146192907
Energy Institute,Africa,Other Northern Africa,2011,Primary energy consumption (EJ),0.905862323
Energy Institute,Africa,Other Southern Africa,2011,Primary energy consumption (EJ),0.16472661
Energy Institute,Africa,Egypt,2011,Primary energy consumption (EJ),3.389665479
Energy Institute,Africa,Middle Africa,2011,Primary energy consumption (EJ),0.716035688
Energy Institute,Africa,South Africa,2011,Primary energy consumption (EJ),5.206368847
Energy Institute,Africa,Algeria,2011,Primary energy consumption (EJ),1.672157765
Energy Institute,Africa,Western Africa,2011,Primary energy consumption (EJ),1.728611725
Energy Institute,Africa,Morocco,2011,Primary energy consumption (EJ),0.737090884
Energy Institute,Africa,Eastern Africa,2011,Primary energy consumption (EJ),1.652827895
Energy Institute,Africa,Other Northern Africa,2012,Primary energy consumption (EJ),1.083022069
Energy Institute,Africa,Western Africa,2012,Primary energy consumption (EJ),1.815474296
Energy Institute,Africa,Other Southern Africa,2012,Primary energy consumption (EJ),0.183162623
Energy Institute,Africa,South Africa,2012,Primary energy consumption (EJ),5.125791806
Energy Institute,Africa,Eastern Africa,2012,Primary energy consumption (EJ),1.722388072
Energy Institute,Africa,Middle Africa,2012,Primary energy consumption (EJ),0.791480885
Energy Institute,Africa,Egypt,2012,Primary energy consumption (EJ),3.527656959
Energy Institute,Africa,Algeria,2012,Primary energy consumption (EJ),1.827618772
Energy Institute,Africa,Morocco,2012,Primary energy consumption (EJ),0.750318517
Energy Institute,Africa,Algeria,2013,Primary energy consumption (EJ),1.933116549
Energy Institute,Africa,Eastern Africa,2013,Primary energy consumption (EJ),1.872798934
Energy Institute,Africa,Middle Africa,2013,Primary energy consumption (EJ),0.894172816
Energy Institute,Africa,Morocco,2013,Primary energy consumption (EJ),0.770325006
Energy Institute,Africa,South Africa,2013,Primary energy consumption (EJ),5.148439471
Energy Institute,Africa,Other Southern Africa,2013,Primary energy consumption (EJ),0.183037783
Energy Institute,Africa,Other Northern Africa,2013,Primary energy consumption (EJ),1.165010516
Energy Institute,Africa,Western Africa,2013,Primary energy consumption (EJ),1.835436025
Energy Institute,Africa,Egypt,2013,Primary energy consumption (EJ),3.503767435
Energy Institute,Africa,Other Southern Africa,2014,Primary energy consumption (EJ),0.198701717
Energy Institute,Africa,Middle Africa,2014,Primary energy consumption (EJ),0.933878669
Energy Institute,Africa,Morocco,2014,Primary energy consumption (EJ),0.781290267
Energy Institute,Africa,Eastern Africa,2014,Primary energy consumption (EJ),2.053942706
Energy Institute,Africa,Algeria,2014,Primary energy consumption (EJ),2.108207774
Energy Institute,Africa,Other Northern Africa,2014,Primary energy consumption (EJ),1.146852654
Energy Institute,Africa,Egypt,2014,Primary energy consumption (EJ),3.463097478
Energy Institute,Africa,Western Africa,2014,Primary energy consumption (EJ),1.887989032
Energy Institute,Africa,South Africa,2014,Primary energy consumption (EJ),5.208124003
Energy Institute,Africa,Algeria,2015,Primary energy consumption (EJ),2.223065275
Energy Institute,Africa,Other Southern Africa,2015,Primary energy consumption (EJ),0.199352743
Energy Institute,Africa,Western Africa,2015,Primary energy consumption (EJ),2.181970599
Energy Institute,Africa,Morocco,2015,Primary energy consumption (EJ),0.795091704
Energy Institute,Africa,Middle Africa,2015,Primary energy consumption (EJ),0.937212918
Energy Institute,Africa,Other Northern Africa,2015,Primary energy consumption (EJ),1.073290641
Energy Institute,Africa,South Africa,2015,Primary energy consumption (EJ),5.103727684
Energy Institute,Africa,Egypt,2015,Primary energy consumption (EJ),3.513989216
Energy Institute,Africa,Eastern Africa,2015,Primary energy consumption (EJ),2.134487226
Energy Institute,Africa,South Africa,2016,Primary energy consumption (EJ),5.336780541
Energy Institute,Africa,Algeria,2016,Primary energy consumption (EJ),2.221184997
Energy Institute,Africa,Other Southern Africa,2016,Primary energy consumption (EJ),0.195434179
Energy Institute,Africa,Other Northern Africa,2016,Primary energy consumption (EJ),1.101623624
Energy Institute,Africa,Morocco,2016,Primary energy consumption (EJ),0.803967226
Energy Institute,Africa,Eastern Africa,2016,Primary energy consumption (EJ),2.104665389
Energy Institute,Africa,Middle Africa,2016,Primary energy consumption (EJ),0.944436679
Energy Institute,Africa,Egypt,2016,Primary energy consumption (EJ),3.708938716
Energy Institute,Africa,Western Africa,2016,Primary energy consumption (EJ),2.25357513
Energy Institute,Africa,Egypt,2017,Primary energy consumption (EJ),3.854683107
Energy Institute,Africa,Eastern Africa,2017,Primary energy consumption (EJ),2.245541176
Energy Institute,Africa,Other Southern Africa,2017,Primary energy consumption (EJ),0.207517961
Energy Institute,Africa,South Africa,2017,Primary energy consumption (EJ),5.316974027
Energy Institute,Africa,Algeria,2017,Primary energy consumption (EJ),2.245660809
Energy Institute,Africa,Western Africa,2017,Primary energy consumption (EJ),2.407582052
Energy Institute,Africa,Middle Africa,2017,Primary energy consumption (EJ),0.944830997
Energy Institute,Africa,Morocco,2017,Primary energy consumption (EJ),0.841682618
Energy Institute,Africa,Other Northern Africa,2017,Primary energy consumption (EJ),1.229951933
Energy Institute,Africa,Egypt,2018,Primary energy consumption (EJ),3.856844228
Energy Institute,Africa,Other Northern Africa,2018,Primary energy consumption (EJ),1.246914923
Energy Institute,Africa,Other Southern Africa,2018,Primary energy consumption (EJ),0.212706688
Energy Institute,Africa,Middle Africa,2018,Primary energy consumption (EJ),0.985815457
Energy Institute,Africa,Eastern Africa,2018,Primary energy consumption (EJ),2.374896452
Energy Institute,Africa,South Africa,2018,Primary energy consumption (EJ),5.116226562
Energy Institute,Africa,Western Africa,2018,Primary energy consumption (EJ),2.695213016
Energy Institute,Africa,Morocco,2018,Primary energy consumption (EJ),0.870530393
Energy Institute,Africa,Algeria,2018,Primary energy consumption (EJ),2.410631284
Energy Institute,Africa,Other Northern Africa,2019,Primary energy consumption (EJ),1.264532537
Energy Institute,Africa,Egypt,2019,Primary energy consumption (EJ),3.783981714
Energy Institute,Africa,South Africa,2019,Primary energy consumption (EJ),5.348519831
Energy Institute,Africa,Other Southern Africa,2019,Primary energy consumption (EJ),0.203544943
Energy Institute,Africa,Morocco,2019,Primary energy consumption (EJ),0.949827568
Energy Institute,Africa,Middle Africa,2019,Primary energy consumption (EJ),1.012403182
Energy Institute,Africa,Eastern Africa,2019,Primary energy consumption (EJ),2.359461488
Energy Institute,Africa,Algeria,2019,Primary energy consumption (EJ),2.499655969
Energy Institute,Africa,Western Africa,2019,Primary energy consumption (EJ),2.774923011
Energy Institute,Africa,Western Africa,2020,Primary energy consumption (EJ),2.810516038
Energy Institute,Africa,South Africa,2020,Primary energy consumption (EJ),5.014426216
Energy Institute,Africa,Algeria,2020,Primary energy consumption (EJ),2.336035827
Energy Institute,Africa,Eastern Africa,2020,Primary energy consumption (EJ),2.28864909
Energy Institute,Africa,Egypt,2020,Primary energy consumption (EJ),3.560647778
Energy Institute,Africa,Middle Africa,2020,Primary energy consumption (EJ),0.945237507
Energy Institute,Africa,Other Northern Africa,2020,Primary energy consumption (EJ),1.131059242
Energy Institute,Africa,Morocco,2020,Primary energy consumption (EJ),0.873122289
Energy Institute,Africa,Other Southern Africa,2020,Primary energy consumption (EJ),0.185046624
Energy Institute,Africa,Algeria,2021,Primary energy consumption (EJ),2.547458382
Energy Institute,Africa,Western Africa,2021,Primary energy consumption (EJ),3.311809545
Energy Institute,Africa,Other Northern Africa,2021,Primary energy consumption (EJ),1.358095001
Energy Institute,Africa,Egypt,2021,Primary energy consumption (EJ),3.811475676
Energy Institute,Africa,Middle Africa,2021,Primary energy consumption (EJ),1.049071744
Energy Institute,Africa,Other Southern Africa,2021,Primary energy consumption (EJ),0.199139392
Energy Institute,Africa,Morocco,2021,Primary energy consumption (EJ),0.968596186
Energy Institute,Africa,South Africa,2021,Primary energy consumption (EJ),5.061932831
Energy Institute,Africa,Eastern Africa,2021,Primary energy consumption (EJ),2.446805525
Energy Institute,Africa,Morocco,2022,Primary energy consumption (EJ),0.961404685
Energy Institute,Africa,Other Northern Africa,2022,Primary energy consumption (EJ),1.41623995
Energy Institute,Africa,Algeria,2022,Primary energy consumption (EJ),2.643088117
Energy Institute,Africa,South Africa,2022,Primary energy consumption (EJ),4.871754973
Energy Institute,Africa,Eastern Africa,2022,Primary energy consumption (EJ),2.405108636
Energy Institute,Africa,Other Southern Africa,2022,Primary energy consumption (EJ),0.214334491
Energy Institute,Africa,Middle Africa,2022,Primary energy consumption (EJ),1.115078282
Energy Institute,Africa,Egypt,2022,Primary energy consumption (EJ),3.983185135
Energy Institute,Africa,Western Africa,2022,Primary energy consumption (EJ),3.340782228
Energy Institute,Africa,Middle Africa,2023,Primary energy consumption (EJ),1.128839707
Energy Institute,Africa,Other Northern Africa,2023,Primary energy consumption (EJ),1.472065654
Energy Institute,Africa,Algeria,2023,Primary energy consumption (EJ),2.53800992
Energy Institute,Africa,Western Africa,2023,Primary energy consumption (EJ),3.270162313
Energy Institute,Africa,Eastern Africa,2023,Primary energy consumption (EJ),2.468343381
Energy Institute,Africa,Morocco,2023,Primary energy consumption (EJ),0.976611736
Energy Institute,Africa,Other Southern Africa,2023,Primary energy consumption (EJ),0.224766856
Energy Institute,Africa,South Africa,2023,Primary energy consumption (EJ),4.853098626
Energy Institute,Africa,Egypt,2023,Primary energy consumption (EJ),3.93754939
Energy Institute,Asia Pacific,Malaysia,2000,Primary energy consumption (EJ),2.200526096
Energy Institute,Asia Pacific,Thailand,2000,Primary energy consumption (EJ),2.670088195
Energy Institute,Asia Pacific,Sri Lanka,2000,Primary energy consumption (EJ),0.192767831
Energy Institute,Asia Pacific,Indonesia,2000,Primary energy consumption (EJ),4.188663438
Energy Institute,Asia Pacific,Japan,2000,Primary energy consumption (EJ),22.51196517
Energy Institute,Asia Pacific,South Korea,2000,Primary energy consumption (EJ),8.080173302
Energy Institute,Asia Pacific,China Hong Kong SAR,2000,Primary energy consumption (EJ),0.71091114
Energy Institute,Asia Pacific,China,2000,Primary energy consumption (EJ),42.48102343
Energy Institute,Asia Pacific,Pakistan,2000,Primary energy consumption (EJ),1.741515536
Energy Institute,Asia Pacific,Vietnam,2000,Primary energy consumption (EJ),0.770936236
Energy Institute,Asia Pacific,Singapore,2000,Primary energy consumption (EJ),1.594851958
Energy Institute,Asia Pacific,Bangladesh,2000,Primary energy consumption (EJ),0.490035114
Energy Institute,Asia Pacific,Other Asia Pacific,2000,Primary energy consumption (EJ),1.601085861
Energy Institute,Asia Pacific,India,2000,Primary energy consumption (EJ),13.41144407
Energy Institute,Asia Pacific,Philippines,2000,Primary energy consumption (EJ),1.107768706
Energy Institute,Asia Pacific,New Zealand,2000,Primary energy consumption (EJ),0.826406013
Energy Institute,Asia Pacific,Australia,2000,Primary energy consumption (EJ),4.698934257
Energy Institute,Asia Pacific,Taiwan,2000,Primary energy consumption (EJ),3.675982925
Energy Institute,Asia Pacific,Indonesia,2001,Primary energy consumption (EJ),4.486528702
Energy Institute,Asia Pacific,Thailand,2001,Primary energy consumption (EJ),2.815950567
Energy Institute,Asia Pacific,India,2001,Primary energy consumption (EJ),13.46714457
Energy Institute,Asia Pacific,Vietnam,2001,Primary energy consumption (EJ),0.871361569
Energy Institute,Asia Pacific,South Korea,2001,Primary energy consumption (EJ),8.275168355
Energy Institute,Asia Pacific,Singapore,2001,Primary energy consumption (EJ),1.802593823
Energy Institute,Asia Pacific,China Hong Kong SAR,2001,Primary energy consumption (EJ),0.897912815
Energy Institute,Asia Pacific,Philippines,2001,Primary energy consumption (EJ),1.083067574
Energy Institute,Asia Pacific,Japan,2001,Primary energy consumption (EJ),22.26853384
Energy Institute,Asia Pacific,Bangladesh,2001,Primary energy consumption (EJ),0.560106113
Energy Institute,Asia Pacific,Australia,2001,Primary energy consumption (EJ),4.735387048
Energy Institute,Asia Pacific,Other Asia Pacific,2001,Primary energy consumption (EJ),1.661189172
Energy Institute,Asia Pacific,Malaysia,2001,Primary energy consumption (EJ),2.252933904
Energy Institute,Asia Pacific,New Zealand,2001,Primary energy consumption (EJ),0.818938717
Energy Institute,Asia Pacific,Pakistan,2001,Primary energy consumption (EJ),1.782540603
Energy Institute,Asia Pacific,Taiwan,2001,Primary energy consumption (EJ),3.793485218
Energy Institute,Asia Pacific,China,2001,Primary energy consumption (EJ),44.89222731
Energy Institute,Asia Pacific,Sri Lanka,2001,Primary energy consumption (EJ),0.187318659
Energy Institute,Asia Pacific,Australia,2002,Primary energy consumption (EJ),4.830282431
Energy Institute,Asia Pacific,China,2002,Primary energy consumption (EJ),48.88976633
Energy Institute,Asia Pacific,Taiwan,2002,Primary energy consumption (EJ),3.945328273
Energy Institute,Asia Pacific,Vietnam,2002,Primary energy consumption (EJ),0.953118987
Energy Institute,Asia Pacific,South Korea,2002,Primary energy consumption (EJ),8.656830117
Energy Institute,Asia Pacific,India,2002,Primary energy consumption (EJ),13.93491084
Energy Institute,Asia Pacific,Bangladesh,2002,Primary energy consumption (EJ),0.561683201
Energy Institute,Asia Pacific,Thailand,2002,Primary energy consumption (EJ),3.052587217
Energy Institute,Asia Pacific,New Zealand,2002,Primary energy consumption (EJ),0.847052537
Energy Institute,Asia Pacific,Philippines,2002,Primary energy consumption (EJ),1.088227894
Energy Institute,Asia Pacific,Singapore,2002,Primary energy consumption (EJ),1.73606454
Energy Institute,Asia Pacific,China Hong Kong SAR,2002,Primary energy consumption (EJ),0.876357093
Energy Institute,Asia Pacific,Japan,2002,Primary energy consumption (EJ),22.19722663
Energy Institute,Asia Pacific,Pakistan,2002,Primary energy consumption (EJ),1.850793632
Energy Institute,Asia Pacific,Indonesia,2002,Primary energy consumption (EJ),4.609382875
Energy Institute,Asia Pacific,Other Asia Pacific,2002,Primary energy consumption (EJ),1.616462964
Energy Institute,Asia Pacific,Malaysia,2002,Primary energy consumption (EJ),2.373029632
Energy Institute,Asia Pacific,Sri Lanka,2002,Primary energy consumption (EJ),0.192632897
Energy Institute,Asia Pacific,Japan,2003,Primary energy consumption (EJ),22.18648504
Energy Institute,Asia Pacific,Thailand,2003,Primary energy consumption (EJ),3.282085186
Energy Institute,Asia Pacific,Singapore,2003,Primary energy consumption (EJ),1.635385754
Energy Institute,Asia Pacific,Bangladesh,2003,Primary energy consumption (EJ),0.593696688
Energy Institute,Asia Pacific,Indonesia,2003,Primary energy consumption (EJ),5.000644743
Energy Institute,Asia Pacific,India,2003,Primary energy consumption (EJ),14.43135562
Energy Institute,Asia Pacific,Sri Lanka,2003,Primary energy consumption (EJ),0.198222048
Energy Institute,Asia Pacific,South Korea,2003,Primary energy consumption (EJ),8.936143679
Energy Institute,Asia Pacific,Vietnam,2003,Primary energy consumption (EJ),1.027183309
Energy Institute,Asia Pacific,Other Asia Pacific,2003,Primary energy consumption (EJ),1.704464098
Energy Institute,Asia Pacific,Philippines,2003,Primary energy consumption (EJ),1.122781165
Energy Institute,Asia Pacific,Malaysia,2003,Primary energy consumption (EJ),2.570963353
Energy Institute,Asia Pacific,China Hong Kong SAR,2003,Primary energy consumption (EJ),0.90505958
Energy Institute,Asia Pacific,Taiwan,2003,Primary energy consumption (EJ),4.123560777
Energy Institute,Asia Pacific,China,2003,Primary energy consumption (EJ),56.94752261
Energy Institute,Asia Pacific,New Zealand,2003,Primary energy consumption (EJ),0.821055356
Energy Institute,Asia Pacific,Australia,2003,Primary energy consumption (EJ),4.899104262
Energy Institute,Asia Pacific,Pakistan,2003,Primary energy consumption (EJ),2.015736269
Energy Institute,Asia Pacific,India,2004,Primary energy consumption (EJ),15.66954537
Energy Institute,Asia Pacific,China Hong Kong SAR,2004,Primary energy consumption (EJ),1.013496995
Energy Institute,Asia Pacific,Sri Lanka,2004,Primary energy consumption (EJ),0.192624782
Energy Institute,Asia Pacific,New Zealand,2004,Primary energy consumption (EJ),0.844848428
Energy Institute,Asia Pacific,Bangladesh,2004,Primary energy consumption (EJ),0.6313226
Energy Institute,Asia Pacific,Malaysia,2004,Primary energy consumption (EJ),2.777904142
Energy Institute,Asia Pacific,Taiwan,2004,Primary energy consumption (EJ),4.295837162
Energy Institute,Asia Pacific,China,2004,Primary energy consumption (EJ),66.63288805
Energy Institute,Asia Pacific,South Korea,2004,Primary energy consumption (EJ),9.144480495
Energy Institute,Asia Pacific,Australia,2004,Primary energy consumption (EJ),5.055998866
Energy Institute,Asia Pacific,Pakistan,2004,Primary energy consumption (EJ),2.24302303
Energy Institute,Asia Pacific,Other Asia Pacific,2004,Primary energy consumption (EJ),1.748816685
Energy Institute,Asia Pacific,Japan,2004,Primary energy consumption (EJ),22.48958427
Energy Institute,Asia Pacific,Singapore,2004,Primary energy consumption (EJ),1.833478005
