source,group_technology,technology,project_type,region,country,period,year,metric_type,value_category,country_value,regional_value
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2022,Total installed cost (USD/kW),Weighted average,1502.544795,
IRENA,Wind,Onshore wind,,,Italy,2016-2023,2023,Total installed cost (USD/kW),Weighted average,1369.065055,
IRENA,Wind,Onshore wind,,,Japan,1984-2009,2000,Total installed cost (USD/kW),Weighted average,2720.961157,
IRENA,Wind,Onshore wind,,,Japan,1984-2009,2005,Total installed cost (USD/kW),Weighted average,2496.6925,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2010,Total installed cost (USD/kW),Weighted average,3193.142513,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2011,Total installed cost (USD/kW),Weighted average,2714.171136,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2012,Total installed cost (USD/kW),Weighted average,4033.126615,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3593.254716,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2014,Total installed cost (USD/kW),Weighted average,3395.514012,
IRENA,Wind,Onshore wind,,,Japan,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2701.889818,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2016,Total installed cost (USD/kW),Weighted average,3193.551947,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2873.95605,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2018,Total installed cost (USD/kW),Weighted average,3036.780893,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2019,Total installed cost (USD/kW),Weighted average,2631.705483,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2020,Total installed cost (USD/kW),Weighted average,3665.28981,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2021,Total installed cost (USD/kW),Weighted average,3473.965782,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2022,Total installed cost (USD/kW),Weighted average,3649.982485,
IRENA,Wind,Onshore wind,,,Japan,2016-2023,2023,Total installed cost (USD/kW),Weighted average,2384.454545,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2007,Total installed cost (USD/kW),Weighted average,1912.751539,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2008,Total installed cost (USD/kW),Weighted average,1593.422609,
IRENA,Wind,Onshore wind,,,Mexico,1984-2009,2009,Total installed cost (USD/kW),Weighted average,2464.615116,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2010,Total installed cost (USD/kW),Weighted average,3263.135092,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2011,Total installed cost (USD/kW),Weighted average,2978.737236,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2584.08424,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2910.286172,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2946.202457,
IRENA,Wind,Onshore wind,,,Mexico,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2527.210672,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2350.021824,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2018,Total installed cost (USD/kW),Weighted average,1757.050708,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2019,Total installed cost (USD/kW),Weighted average,2057.339124,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2020,Total installed cost (USD/kW),Weighted average,1762.89514,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2021,Total installed cost (USD/kW),Weighted average,1632.402793,
IRENA,Wind,Onshore wind,,,Mexico,2016-2023,2022,Total installed cost (USD/kW),Weighted average,1576.596399,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1990,Total installed cost (USD/kW),Weighted average,4006.88378,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1991,Total installed cost (USD/kW),Weighted average,3966.308607,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1992,Total installed cost (USD/kW),Weighted average,3739.223457,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1993,Total installed cost (USD/kW),Weighted average,3636.493168,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1994,Total installed cost (USD/kW),Weighted average,3367.971274,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1995,Total installed cost (USD/kW),Weighted average,3140.840643,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1996,Total installed cost (USD/kW),Weighted average,3038.110496,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1997,Total installed cost (USD/kW),Weighted average,2956.098579,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1998,Total installed cost (USD/kW),Weighted average,2915.477926,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,1999,Total installed cost (USD/kW),Weighted average,2750.547466,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2000,Total installed cost (USD/kW),Weighted average,2606.33552,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2001,Total installed cost (USD/kW),Weighted average,2463.25233,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2002,Total installed cost (USD/kW),Weighted average,2131.537383,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2003,Total installed cost (USD/kW),Weighted average,2070.198357,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2004,Total installed cost (USD/kW),Weighted average,2197.212012,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2005,Total installed cost (USD/kW),Weighted average,2169.549912,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2006,Total installed cost (USD/kW),Weighted average,2236.461675,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2007,Total installed cost (USD/kW),Weighted average,2519.263941,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2008,Total installed cost (USD/kW),Weighted average,2466.518076,
IRENA,Wind,Onshore wind,,,Spain,1984-2009,2009,Total installed cost (USD/kW),Weighted average,2760.792997,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2010,Total installed cost (USD/kW),Weighted average,2849.265627,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2011,Total installed cost (USD/kW),Weighted average,2771.893327,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2431.700837,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2420.647651,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2038.952291,
IRENA,Wind,Onshore wind,,,Spain,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1927.943527,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1899.278723,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2084.626673,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2018,Total installed cost (USD/kW),Weighted average,2720.849988,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2019,Total installed cost (USD/kW),Weighted average,1804.93816,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2020,Total installed cost (USD/kW),Weighted average,1416.387058,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2021,Total installed cost (USD/kW),Weighted average,1299.717608,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2022,Total installed cost (USD/kW),Weighted average,1201.73093,
IRENA,Wind,Onshore wind,,,Spain,2016-2023,2023,Total installed cost (USD/kW),Weighted average,1158.179529,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1984,Total installed cost (USD/kW),Weighted average,4492.35911,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1990,Total installed cost (USD/kW),Weighted average,4006.88378,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1991,Total installed cost (USD/kW),Weighted average,3966.308607,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1992,Total installed cost (USD/kW),Weighted average,3739.223457,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1993,Total installed cost (USD/kW),Weighted average,3636.493168,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1994,Total installed cost (USD/kW),Weighted average,3367.971274,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1995,Total installed cost (USD/kW),Weighted average,3140.840643,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1996,Total installed cost (USD/kW),Weighted average,3038.110496,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1997,Total installed cost (USD/kW),Weighted average,2956.098579,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1998,Total installed cost (USD/kW),Weighted average,2915.477926,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,1999,Total installed cost (USD/kW),Weighted average,2750.547466,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2001,Total installed cost (USD/kW),Weighted average,2482.887001,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2002,Total installed cost (USD/kW),Weighted average,2464.936437,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2003,Total installed cost (USD/kW),Weighted average,2070.198357,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2004,Total installed cost (USD/kW),Weighted average,2495.274117,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2005,Total installed cost (USD/kW),Weighted average,2464.936437,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2006,Total installed cost (USD/kW),Weighted average,2464.936437,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2007,Total installed cost (USD/kW),Weighted average,2490.623523,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2008,Total installed cost (USD/kW),Weighted average,2717.750431,
IRENA,Wind,Onshore wind,,,Sweden,1984-2009,2009,Total installed cost (USD/kW),Weighted average,2855.778626,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2010,Total installed cost (USD/kW),Weighted average,2708.570622,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2011,Total installed cost (USD/kW),Weighted average,2491.879292,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2710.495476,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2336.183418,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2495.656759,
IRENA,Wind,Onshore wind,,,Sweden,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2231.586828,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2052.596882,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1860.195279,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2018,Total installed cost (USD/kW),Weighted average,1484.616206,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2019,Total installed cost (USD/kW),Weighted average,1558.11939,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2020,Total installed cost (USD/kW),Weighted average,1561.088525,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2021,Total installed cost (USD/kW),Weighted average,1464.717098,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2022,Total installed cost (USD/kW),Weighted average,1282.486128,
IRENA,Wind,Onshore wind,,,Sweden,2016-2023,2023,Total installed cost (USD/kW),Weighted average,1534.611995,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,1998,Total installed cost (USD/kW),Weighted average,2006.02738,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,2000,Total installed cost (USD/kW),Weighted average,2040.720874,
IRENA,Wind,Onshore wind,,,Turkey,1984-2009,2009,Total installed cost (USD/kW),Weighted average,1731.10807,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2010,Total installed cost (USD/kW),Weighted average,2811.193543,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2011,Total installed cost (USD/kW),Weighted average,2602.646321,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2060.061003,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2271.746294,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2193.781556,
IRENA,Wind,Onshore wind,,,Turkey,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2259.622728,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2278.265441,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2056.275943,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2018,Total installed cost (USD/kW),Weighted average,2180.622925,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2019,Total installed cost (USD/kW),Weighted average,1957.230133,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2020,Total installed cost (USD/kW),Weighted average,1548.470976,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2021,Total installed cost (USD/kW),Weighted average,1421.275973,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2022,Total installed cost (USD/kW),Weighted average,1716.849636,
IRENA,Wind,Onshore wind,,,Turkey,2016-2023,2023,Total installed cost (USD/kW),Weighted average,1433.89755,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1989,Total installed cost (USD/kW),Weighted average,3708.067395,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1990,Total installed cost (USD/kW),Weighted average,4006.88378,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1991,Total installed cost (USD/kW),Weighted average,3966.308607,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1992,Total installed cost (USD/kW),Weighted average,4063.109119,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1993,Total installed cost (USD/kW),Weighted average,3486.144007,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1994,Total installed cost (USD/kW),Weighted average,3367.971274,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1995,Total installed cost (USD/kW),Weighted average,3140.840643,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1996,Total installed cost (USD/kW),Weighted average,3038.110496,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1997,Total installed cost (USD/kW),Weighted average,2956.098579,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1998,Total installed cost (USD/kW),Weighted average,2915.477926,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,1999,Total installed cost (USD/kW),Weighted average,2750.547466,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2000,Total installed cost (USD/kW),Weighted average,2252.271132,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2001,Total installed cost (USD/kW),Weighted average,2333.766134,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2002,Total installed cost (USD/kW),Weighted average,2107.962547,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2003,Total installed cost (USD/kW),Weighted average,2515.499236,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2004,Total installed cost (USD/kW),Weighted average,3124.358534,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2005,Total installed cost (USD/kW),Weighted average,2525.450834,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2006,Total installed cost (USD/kW),Weighted average,2502.858536,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2007,Total installed cost (USD/kW),Weighted average,2483.521286,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2008,Total installed cost (USD/kW),Weighted average,2793.594629,
IRENA,Wind,Onshore wind,,,United Kingdom,1984-2009,2009,Total installed cost (USD/kW),Weighted average,1787.639287,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2010,Total installed cost (USD/kW),Weighted average,2584.926253,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2011,Total installed cost (USD/kW),Weighted average,2744.351632,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2683.768512,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2696.828444,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2634.666749,
IRENA,Wind,Onshore wind,,,United Kingdom,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2595.223648,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2433.233579,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2457.90414,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2018,Total installed cost (USD/kW),Weighted average,2147.104104,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2019,Total installed cost (USD/kW),Weighted average,2205.895082,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2020,Total installed cost (USD/kW),Weighted average,1999.638331,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2021,Total installed cost (USD/kW),Weighted average,2152.001208,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2022,Total installed cost (USD/kW),Weighted average,1536.904931,
IRENA,Wind,Onshore wind,,,United Kingdom,2016-2023,2023,Total installed cost (USD/kW),Weighted average,1272.656016,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1984,Total installed cost (USD/kW),Weighted average,5757.838704,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1985,Total installed cost (USD/kW),Weighted average,5688.314855,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1986,Total installed cost (USD/kW),Weighted average,5056.279871,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1987,Total installed cost (USD/kW),Weighted average,4929.872875,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1988,Total installed cost (USD/kW),Weighted average,3643.049647,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1989,Total installed cost (USD/kW),Weighted average,3339.973693,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1990,Total installed cost (USD/kW),Weighted average,3778.990222,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1991,Total installed cost (USD/kW),Weighted average,3640.521507,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1998,Total installed cost (USD/kW),Weighted average,2528.139936,
IRENA,Wind,Onshore wind,,,United States,1984-2009,1999,Total installed cost (USD/kW),Weighted average,2401.732939,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2000,Total installed cost (USD/kW),Weighted average,2146.390805,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2001,Total installed cost (USD/kW),Weighted average,2125.520998,
IRENA,Wind,Onshore wind,,,United States,1984-2009,2002,Total installed cost (USD/kW),Weighted average,2102.064126,
