source,iso2,year,metric_type,value_tj,value_ej
Eurostat,RS,2011,FEC_EED,382301.222,0.382301222
Eurostat,RS,2012,FEC_EED,353900.516,0.353900516
Eurostat,RS,2013,FEC_EED,345260.987,0.345260987
Eurostat,RS,2014,FEC_EED,324606.893,0.324606893
Eurostat,RS,2015,FEC_EED,332858.82,0.33285882
Eurostat,RS,2016,FEC_EED,348575.542,0.348575542
Eurostat,RS,2017,FEC_EED,355712.886,0.355712886
Eurostat,RS,2018,FEC_EED,359021.849,0.359021849
Eurostat,RS,2019,FEC_EED,357134.08,0.35713408
Eurostat,RS,2020,FEC_EED,368239.374,0.368239374
Eurostat,RS,2021,FEC_EED,392771.106,0.392771106
Eurostat,RS,2022,FEC_EED,403696.606,0.403696606
Eurostat,RS,2023,FEC_EED,397777.597,0.397777597
Eurostat,SE,1990,FEC_EED,1279351.977,1.279351977
Eurostat,SE,1991,FEC_EED,1296239.416,1.296239416
Eurostat,SE,1992,FEC_EED,1367937.564,1.367937564
Eurostat,SE,1993,FEC_EED,1388504.28,1.38850428
Eurostat,SE,1994,FEC_EED,1409056.032,1.409056032
Eurostat,SE,1995,FEC_EED,1439830.216,1.439830216
Eurostat,SE,1996,FEC_EED,1479530.647,1.479530647
Eurostat,SE,1997,FEC_EED,1453118.52,1.45311852
Eurostat,SE,1998,FEC_EED,1467022.902,1.467022902
Eurostat,SE,1999,FEC_EED,1449100.285,1.449100285
Eurostat,SE,2000,FEC_EED,1439416.611,1.439416611
Eurostat,SE,2001,FEC_EED,1412854.176,1.412854176
Eurostat,SE,2002,FEC_EED,1396471.722,1.396471722
Eurostat,SE,2003,FEC_EED,1385912.034,1.385912034
Eurostat,SE,2004,FEC_EED,1380975.634,1.380975634
Eurostat,SE,2005,FEC_EED,1354742.355,1.354742355
Eurostat,SE,2006,FEC_EED,1356192.914,1.356192914
Eurostat,SE,2007,FEC_EED,1359275.052,1.359275052
Eurostat,SE,2008,FEC_EED,1335811.414,1.335811414
Eurostat,SE,2009,FEC_EED,1297426.208,1.297426208
Eurostat,SE,2010,FEC_EED,1389068.9,1.3890689
Eurostat,SE,2011,FEC_EED,1330705.345,1.330705345
Eurostat,SE,2012,FEC_EED,1337802.575,1.337802575
Eurostat,SE,2013,FEC_EED,1313175.179,1.313175179
Eurostat,SE,2014,FEC_EED,1279771.181,1.279771181
Eurostat,SE,2015,FEC_EED,1304893.231,1.304893231
Eurostat,SE,2016,FEC_EED,1322814.116,1.322814116
Eurostat,SE,2017,FEC_EED,1317123.818,1.317123818
Eurostat,SE,2018,FEC_EED,1311284.083,1.311284083
Eurostat,SE,2019,FEC_EED,1291508.848,1.291508848
Eurostat,SE,2020,FEC_EED,1251887.317,1.251887317
Eurostat,SE,2021,FEC_EED,1299625.374,1.299625374
Eurostat,SE,2022,FEC_EED,1264045.277,1.264045277
Eurostat,SE,2023,FEC_EED,1267006.773,1.267006773
Eurostat,SI,1990,FEC_EED,155803.581,0.155803581
Eurostat,SI,1991,FEC_EED,154849.776,0.154849776
Eurostat,SI,1992,FEC_EED,141899.315,0.141899315
Eurostat,SI,1993,FEC_EED,153686.215,0.153686215
Eurostat,SI,1994,FEC_EED,161627.006,0.161627006
Eurostat,SI,1995,FEC_EED,170972.042,0.170972042
Eurostat,SI,1996,FEC_EED,187368.127,0.187368127
Eurostat,SI,1997,FEC_EED,190428.185,0.190428185
Eurostat,SI,1998,FEC_EED,183134.55,0.18313455
Eurostat,SI,1999,FEC_EED,184942.258,0.184942258
Eurostat,SI,2000,FEC_EED,191215.799,0.191215799
Eurostat,SI,2001,FEC_EED,201312.511,0.201312511
Eurostat,SI,2002,FEC_EED,196951.783,0.196951783
Eurostat,SI,2003,FEC_EED,203532.033,0.203532033
Eurostat,SI,2004,FEC_EED,207342.983,0.207342983
Eurostat,SI,2005,FEC_EED,214853.549,0.214853549
Eurostat,SI,2006,FEC_EED,214411.827,0.214411827
Eurostat,SI,2007,FEC_EED,215393.66,0.21539366
Eurostat,SI,2008,FEC_EED,230366.575,0.230366575
Eurostat,SI,2009,FEC_EED,203633.909,0.203633909
Eurostat,SI,2010,FEC_EED,212119.67,0.21211967
Eurostat,SI,2011,FEC_EED,211301.291,0.211301291
Eurostat,SI,2012,FEC_EED,205746.46,0.20574646
Eurostat,SI,2013,FEC_EED,201343.594,0.201343594
Eurostat,SI,2014,FEC_EED,193161.754,0.193161754
Eurostat,SI,2015,FEC_EED,197610.883,0.197610883
Eurostat,SI,2016,FEC_EED,204782.288,0.204782288
Eurostat,SI,2017,FEC_EED,207833.625,0.207833625
Eurostat,SI,2018,FEC_EED,207995.523,0.207995523
Eurostat,SI,2019,FEC_EED,203844.081,0.203844081
Eurostat,SI,2020,FEC_EED,184727.899,0.184727899
Eurostat,SI,2021,FEC_EED,198025.492,0.198025492
Eurostat,SI,2022,FEC_EED,198078.255,0.198078255
Eurostat,SI,2023,FEC_EED,187747.127,0.187747127
Eurostat,SK,1990,FEC_EED,579625.615,0.579625615
Eurostat,SK,1991,FEC_EED,494195.555,0.494195555
Eurostat,SK,1992,FEC_EED,467297.483,0.467297483
Eurostat,SK,1993,FEC_EED,427741.246,0.427741246
Eurostat,SK,1994,FEC_EED,414765.535,0.414765535
Eurostat,SK,1995,FEC_EED,417867.039,0.417867039
Eurostat,SK,1996,FEC_EED,433002.849,0.433002849
Eurostat,SK,1997,FEC_EED,433376.822,0.433376822
Eurostat,SK,1998,FEC_EED,425484.546,0.425484546
Eurostat,SK,1999,FEC_EED,418656.03,0.41865603
Eurostat,SK,2000,FEC_EED,416703.041,0.416703041
Eurostat,SK,2001,FEC_EED,439798.361,0.439798361
Eurostat,SK,2002,FEC_EED,443064.479,0.443064479
Eurostat,SK,2003,FEC_EED,420358.606,0.420358606
Eurostat,SK,2004,FEC_EED,414775.577,0.414775577
Eurostat,SK,2005,FEC_EED,437166.558,0.437166558
Eurostat,SK,2006,FEC_EED,425005.67,0.42500567
Eurostat,SK,2007,FEC_EED,428402.491,0.428402491
Eurostat,SK,2008,FEC_EED,443542.142,0.443542142
Eurostat,SK,2009,FEC_EED,406126.957,0.406126957
Eurostat,SK,2010,FEC_EED,465953.686,0.465953686
Eurostat,SK,2011,FEC_EED,437341.514,0.437341514
Eurostat,SK,2012,FEC_EED,418102.132,0.418102132
Eurostat,SK,2013,FEC_EED,424928.803,0.424928803
Eurostat,SK,2014,FEC_EED,383041.011,0.383041011
Eurostat,SK,2015,FEC_EED,400624.017,0.400624017
Eurostat,SK,2016,FEC_EED,415910.655,0.415910655
Eurostat,SK,2017,FEC_EED,442916.629,0.442916629
Eurostat,SK,2018,FEC_EED,437419.119,0.437419119
Eurostat,SK,2019,FEC_EED,429111.845,0.429111845
Eurostat,SK,2020,FEC_EED,401452.577,0.401452577
Eurostat,SK,2021,FEC_EED,438028.935,0.438028935
Eurostat,SK,2022,FEC_EED,412977.688,0.412977688
Eurostat,SK,2023,FEC_EED,381066.665,0.381066665
Eurostat,TR,1990,FEC_EED,1586732.817,1.586732817
Eurostat,TR,1991,FEC_EED,1604919.127,1.604919127
Eurostat,TR,1992,FEC_EED,1655057.062,1.655057062
Eurostat,TR,1993,FEC_EED,1768693.63,1.76869363
Eurostat,TR,1994,FEC_EED,1692565.137,1.692565137
Eurostat,TR,1995,FEC_EED,1860754.422,1.860754422
Eurostat,TR,1996,FEC_EED,2027513.606,2.027513606
Eurostat,TR,1997,FEC_EED,2095049.941,2.095049941
Eurostat,TR,1998,FEC_EED,2078318.121,2.078318121
Eurostat,TR,1999,FEC_EED,2046777.672,2.046777672
Eurostat,TR,2000,FEC_EED,2304608.771,2.304608771
Eurostat,TR,2001,FEC_EED,2069901.221,2.069901221
Eurostat,TR,2002,FEC_EED,2278331.148,2.278331148
Eurostat,TR,2003,FEC_EED,2436351.493,2.436351493
Eurostat,TR,2004,FEC_EED,2518100.333,2.518100333
Eurostat,TR,2005,FEC_EED,2611246.515,2.611246515
Eurostat,TR,2006,FEC_EED,2855215.704,2.855215704
Eurostat,TR,2007,FEC_EED,3023682.752,3.023682752
Eurostat,TR,2008,FEC_EED,2915417.221,2.915417221
Eurostat,TR,2009,FEC_EED,2887192.598,2.887192598
Eurostat,TR,2010,FEC_EED,3026356.661,3.026356661
Eurostat,TR,2011,FEC_EED,3235118.937,3.235118937
Eurostat,TR,2012,FEC_EED,3358938.457,3.358938457
Eurostat,TR,2013,FEC_EED,3330427.113,3.330427113
Eurostat,TR,2014,FEC_EED,3498067.776,3.498067776
Eurostat,TR,2015,FEC_EED,3790028.791,3.790028791
Eurostat,TR,2016,FEC_EED,3930135.827,3.930135827
Eurostat,TR,2017,FEC_EED,4360735.875,4.360735875
Eurostat,TR,2018,FEC_EED,4294312.202,4.294312202
Eurostat,TR,2019,FEC_EED,4338269.702,4.338269702
Eurostat,TR,2020,FEC_EED,4315455.47,4.31545547
Eurostat,TR,2021,FEC_EED,4712017.919,4.712017919
Eurostat,TR,2022,FEC_EED,4700061.774,4.700061774
Eurostat,TR,2023,FEC_EED,4810382.083,4.810382083
Eurostat,XK,1990,FEC_EED,,
Eurostat,XK,1991,FEC_EED,,
Eurostat,XK,1992,FEC_EED,,
Eurostat,XK,1993,FEC_EED,,
Eurostat,XK,1994,FEC_EED,,
Eurostat,XK,1995,FEC_EED,,
Eurostat,XK,1996,FEC_EED,,
Eurostat,XK,1997,FEC_EED,,
Eurostat,XK,1998,FEC_EED,,
Eurostat,XK,1999,FEC_EED,,
Eurostat,XK,2000,FEC_EED,31983.684,0.031983684
Eurostat,XK,2001,FEC_EED,38176.282,0.038176282
Eurostat,XK,2002,FEC_EED,38122.482,0.038122482
Eurostat,XK,2003,FEC_EED,38792.015,0.038792015
Eurostat,XK,2004,FEC_EED,38917.387,0.038917387
Eurostat,XK,2005,FEC_EED,40956.331,0.040956331
Eurostat,XK,2006,FEC_EED,42310.843,0.042310843
Eurostat,XK,2007,FEC_EED,44113.728,0.044113728
Eurostat,XK,2008,FEC_EED,48709.734,0.048709734
Eurostat,XK,2009,FEC_EED,49648.808,0.049648808
Eurostat,XK,2010,FEC_EED,50387.374,0.050387374
Eurostat,XK,2011,FEC_EED,53538.203,0.053538203
Eurostat,XK,2012,FEC_EED,51670.057,0.051670057
Eurostat,XK,2013,FEC_EED,49577.162,0.049577162
Eurostat,XK,2014,FEC_EED,51612.964,0.051612964
Eurostat,XK,2015,FEC_EED,56272.101,0.056272101
Eurostat,XK,2016,FEC_EED,60170.375,0.060170375
Eurostat,XK,2017,FEC_EED,63722.542,0.063722542
Eurostat,XK,2018,FEC_EED,61717.396,0.061717396
Eurostat,XK,2019,FEC_EED,63539.479,0.063539479
Eurostat,XK,2020,FEC_EED,63923.905,0.063923905
Eurostat,XK,2021,FEC_EED,69576.098,0.069576098
Eurostat,XK,2022,FEC_EED,62411.656,0.062411656
Eurostat,XK,2023,FEC_EED,63890.285,0.063890285
Eurostat,AL,1990,PEC_EED,100735.85,0.10073585
Eurostat,AL,1991,PEC_EED,69176.132,0.069176132
Eurostat,AL,1992,PEC_EED,47351.162,0.047351162
Eurostat,AL,1993,PEC_EED,51504.677,0.051504677
Eurostat,AL,1994,PEC_EED,54485.853,0.054485853
Eurostat,AL,1995,PEC_EED,54409.837,0.054409837
Eurostat,AL,1996,PEC_EED,58661.447,0.058661447
Eurostat,AL,1997,PEC_EED,50072.998,0.050072998
Eurostat,AL,1998,PEC_EED,55325.769,0.055325769
Eurostat,AL,1999,PEC_EED,74395.138,0.074395138
Eurostat,AL,2000,PEC_EED,74637.838,0.074637838
Eurostat,AL,2001,PEC_EED,76253.961,0.076253961
Eurostat,AL,2002,PEC_EED,86075.198,0.086075198
Eurostat,AL,2003,PEC_EED,83471.298,0.083471298
Eurostat,AL,2004,PEC_EED,89295.234,0.089295234
Eurostat,AL,2005,PEC_EED,89091.522,0.089091522
Eurostat,AL,2006,PEC_EED,85819.267,0.085819267
Eurostat,AL,2007,PEC_EED,81013.064,0.081013064
Eurostat,AL,2008,PEC_EED,85826.328,0.085826328
Eurostat,AL,2009,PEC_EED,84278.865,0.084278865
Eurostat,AL,2010,PEC_EED,85497.614,0.085497614
Eurostat,AL,2011,PEC_EED,91995.929,0.091995929
Eurostat,AL,2012,PEC_EED,83128.046,0.083128046
Eurostat,AL,2013,PEC_EED,92300.457,0.092300457
Eurostat,AL,2014,PEC_EED,94745.186,0.094745186
Eurostat,AL,2015,PEC_EED,88648.411,0.088648411
Eurostat,AL,2016,PEC_EED,90789.391,0.090789391
Eurostat,AL,2017,PEC_EED,97867.873,0.097867873
Eurostat,AL,2018,PEC_EED,98332.59,0.09833259
Eurostat,AL,2019,PEC_EED,96595.18,0.09659518
Eurostat,AL,2020,PEC_EED,90120.657,0.090120657
Eurostat,AL,2021,PEC_EED,94500.989,0.094500989
Eurostat,AL,2022,PEC_EED,90998.129,0.090998129
Eurostat,AL,2023,PEC_EED,89643.923,0.089643923
Eurostat,AT,1990,PEC_EED,992646.344,0.992646344
Eurostat,AT,1991,PEC_EED,1061313.888,1.061313888
Eurostat,AT,1992,PEC_EED,1017421.736,1.017421736
Eurostat,AT,1993,PEC_EED,1033460.994,1.033460994
Eurostat,AT,1994,PEC_EED,1031772.205,1.031772205
Eurostat,AT,1995,PEC_EED,1084520.241,1.084520241
Eurostat,AT,1996,PEC_EED,1150460.484,1.150460484
Eurostat,AT,1997,PEC_EED,1131773.529,1.131773529
Eurostat,AT,1998,PEC_EED,1158046.828,1.158046828
Eurostat,AT,1999,PEC_EED,1155981.417,1.155981417
Eurostat,AT,2000,PEC_EED,1151121.456,1.151121456
Eurostat,AT,2001,PEC_EED,1217518.39,1.21751839
Eurostat,AT,2002,PEC_EED,1226339.978,1.226339978
Eurostat,AT,2003,PEC_EED,1292784.713,1.292784713
Eurostat,AT,2004,PEC_EED,1305470.79,1.30547079
Eurostat,AT,2005,PEC_EED,1369627.723,1.369627723
Eurostat,AT,2006,PEC_EED,1365944.21,1.36594421
Eurostat,AT,2007,PEC_EED,1347518.215,1.347518215
Eurostat,AT,2008,PEC_EED,1359044.887,1.359044887
Eurostat,AT,2009,PEC_EED,1283122.38,1.28312238
Eurostat,AT,2010,PEC_EED,1375782.278,1.375782278
Eurostat,AT,2011,PEC_EED,1338677.967,1.338677967
Eurostat,AT,2012,PEC_EED,1326117.386,1.326117386
Eurostat,AT,2013,PEC_EED,1342908.914,1.342908914
Eurostat,AT,2014,PEC_EED,1289595.668,1.289595668
Eurostat,AT,2015,PEC_EED,1325711.078,1.325711078
Eurostat,AT,2016,PEC_EED,1341658.88,1.34165888
Eurostat,AT,2017,PEC_EED,1374037.468,1.374037468
Eurostat,AT,2018,PEC_EED,1332520.257,1.332520257
Eurostat,AT,2019,PEC_EED,1351217.59,1.35121759
Eurostat,AT,2020,PEC_EED,1249845.846,1.249845846
Eurostat,AT,2021,PEC_EED,1323932.106,1.323932106
Eurostat,AT,2022,PEC_EED,1270078.17,1.27007817
Eurostat,AT,2023,PEC_EED,1228823.074,1.228823074
Eurostat,BE,1990,PEC_EED,1910446.525,1.910446525
Eurostat,BE,1991,PEC_EED,1989080.035,1.989080035
Eurostat,BE,1992,PEC_EED,2003624.96,2.00362496
Eurostat,BE,1993,PEC_EED,1952252.397,1.952252397
Eurostat,BE,1994,PEC_EED,1992088.784,1.992088784
Eurostat,BE,1995,PEC_EED,2019701.295,2.019701295
Eurostat,BE,1996,PEC_EED,2138153.247,2.138153247
Eurostat,BE,1997,PEC_EED,2146937.533,2.146937533
Eurostat,BE,1998,PEC_EED,2200944.006,2.200944006
Eurostat,BE,1999,PEC_EED,2188741.957,2.188741957
Eurostat,BE,2000,PEC_EED,2195382.964,2.195382964
Eurostat,BE,2001,PEC_EED,2183198.162,2.183198162
Eurostat,BE,2002,PEC_EED,2097399.455,2.097399455
Eurostat,BE,2003,PEC_EED,2203118.807,2.203118807
Eurostat,BE,2004,PEC_EED,2193885.18,2.19388518
Eurostat,BE,2005,PEC_EED,2161289.5,2.1612895
Eurostat,BE,2006,PEC_EED,2154643.746,2.154643746
Eurostat,BE,2007,PEC_EED,2109402.336,2.109402336
Eurostat,BE,2008,PEC_EED,2143018.621,2.143018621
Eurostat,BE,2009,PEC_EED,2096901.19,2.09690119
Eurostat,BE,2010,PEC_EED,2234464.355,2.234464355
Eurostat,BE,2011,PEC_EED,2072610.09,2.07261009
Eurostat,BE,2012,PEC_EED,1970935.891,1.970935891
Eurostat,BE,2013,PEC_EED,2036231.319,2.036231319
Eurostat,BE,2014,PEC_EED,1894013.004,1.894013004
Eurostat,BE,2015,PEC_EED,1911489.444,1.911489444
Eurostat,BE,2016,PEC_EED,2028643.507,2.028643507
Eurostat,BE,2017,PEC_EED,2030014.962,2.030014962
Eurostat,BE,2018,PEC_EED,1944555.734,1.944555734
Eurostat,BE,2019,PEC_EED,2026428.154,2.026428154
Eurostat,BE,2020,PEC_EED,1835705.564,1.835705564
Eurostat,BE,2021,PEC_EED,2041025.182,2.041025182
Eurostat,BE,2022,PEC_EED,1893355.027,1.893355027
Eurostat,BE,2023,PEC_EED,1760724.603,1.760724603
Eurostat,BG,1990,PEC_EED,1120791.645,1.120791645
Eurostat,BG,1991,PEC_EED,910279.233,0.910279233
Eurostat,BG,1992,PEC_EED,833417.285,0.833417285
Eurostat,BG,1993,PEC_EED,880980.156,0.880980156
Eurostat,BG,1994,PEC_EED,854237.217,0.854237217
Eurostat,BG,1995,PEC_EED,926832.601,0.926832601
Eurostat,BG,1996,PEC_EED,908425.001,0.908425001
Eurostat,BG,1997,PEC_EED,835835.754,0.835835754
Eurostat,BG,1998,PEC_EED,800520.674,0.800520674
Eurostat,BG,1999,PEC_EED,730320.421,0.730320421
Eurostat,BG,2000,PEC_EED,738970.712,0.738970712
Eurostat,BG,2001,PEC_EED,772218.605,0.772218605
Eurostat,BG,2002,PEC_EED,769314.572,0.769314572
Eurostat,BG,2003,PEC_EED,783676.99,0.78367699
Eurostat,BG,2004,PEC_EED,761854.099,0.761854099
Eurostat,BG,2005,PEC_EED,804508.822,0.804508822
Eurostat,BG,2006,PEC_EED,831151.985,0.831151985
Eurostat,BG,2007,PEC_EED,816953.8,0.8169538
Eurostat,BG,2008,PEC_EED,796182.943,0.796182943
Eurostat,BG,2009,PEC_EED,708188.769,0.708188769
Eurostat,BG,2010,PEC_EED,728452.508,0.728452508
Eurostat,BG,2011,PEC_EED,777689.44,0.77768944
Eurostat,BG,2012,PEC_EED,746405.317,0.746405317
Eurostat,BG,2013,PEC_EED,691108.78,0.69110878
Eurostat,BG,2014,PEC_EED,722542.889,0.722542889
Eurostat,BG,2015,PEC_EED,751863.773,0.751863773
Eurostat,BG,2016,PEC_EED,739613.799,0.739613799
Eurostat,BG,2017,PEC_EED,767097.801,0.767097801
Eurostat,BG,2018,PEC_EED,763141.908,0.763141908
Eurostat,BG,2019,PEC_EED,755482.187,0.755482187
Eurostat,BG,2020,PEC_EED,714594.154,0.714594154
Eurostat,BG,2021,PEC_EED,777486.187,0.777486187
Eurostat,BG,2022,PEC_EED,793049.017,0.793049017
Eurostat,BG,2023,PEC_EED,694001.861,0.694001861
Eurostat,CY,1990,PEC_EED,66430.902,0.066430902
Eurostat,CY,1991,PEC_EED,69863.598,0.069863598
Eurostat,CY,1992,PEC_EED,75883.948,0.075883948
Eurostat,CY,1993,PEC_EED,78212.441,0.078212441
Eurostat,CY,1994,PEC_EED,88649.594,0.088649594
Eurostat,CY,1995,PEC_EED,79986.866,0.079986866
Eurostat,CY,1996,PEC_EED,87416.592,0.087416592
Eurostat,CY,1997,PEC_EED,85281.156,0.085281156
Eurostat,CY,1998,PEC_EED,91028.724,0.091028724
Eurostat,CY,1999,PEC_EED,91184.257,0.091184257
Eurostat,CY,2000,PEC_EED,97875.76,0.09787576
Eurostat,CY,2001,PEC_EED,98985.606,0.098985606
Eurostat,CY,2002,PEC_EED,99598.886,0.099598886
Eurostat,CY,2003,PEC_EED,109121.464,0.109121464
Eurostat,CY,2004,PEC_EED,102194.115,0.102194115
Eurostat,CY,2005,PEC_EED,103643.811,0.103643811
Eurostat,CY,2006,PEC_EED,107797.797,0.107797797
Eurostat,CY,2007,PEC_EED,113202.548,0.113202548
Eurostat,CY,2008,PEC_EED,119426.849,0.119426849
Eurostat,CY,2009,PEC_EED,115949.043,0.115949043
Eurostat,CY,2010,PEC_EED,111975.046,0.111975046
Eurostat,CY,2011,PEC_EED,110752.571,0.110752571
Eurostat,CY,2012,PEC_EED,104655.981,0.104655981
Eurostat,CY,2013,PEC_EED,91068.115,0.091068115
Eurostat,CY,2014,PEC_EED,92993.032,0.092993032
Eurostat,CY,2015,PEC_EED,95224.933,0.095224933
Eurostat,CY,2016,PEC_EED,101516.134,0.101516134
Eurostat,CY,2017,PEC_EED,106061.072,0.106061072
Eurostat,CY,2018,PEC_EED,106626.078,0.106626078
Eurostat,CY,2019,PEC_EED,106153.92,0.10615392
Eurostat,CY,2020,PEC_EED,92019.266,0.092019266
Eurostat,CY,2021,PEC_EED,96786.411,0.096786411
Eurostat,CY,2022,PEC_EED,103926.366,0.103926366
Eurostat,CY,2023,PEC_EED,105422.169,0.105422169
Eurostat,CZ,1990,PEC_EED,2018324.762,2.018324762
Eurostat,CZ,1991,PEC_EED,1849264.495,1.849264495
Eurostat,CZ,1992,PEC_EED,1793756.246,1.793756246
Eurostat,CZ,1993,PEC_EED,1741652.852,1.741652852
Eurostat,CZ,1994,PEC_EED,1663360.154,1.663360154
Eurostat,CZ,1995,PEC_EED,1650747.539,1.650747539
Eurostat,CZ,1996,PEC_EED,1694521.029,1.694521029
Eurostat,CZ,1997,PEC_EED,1720650.736,1.720650736
Eurostat,CZ,1998,PEC_EED,1666824.356,1.666824356
Eurostat,CZ,1999,PEC_EED,1548238.955,1.548238955
Eurostat,CZ,2000,PEC_EED,1638969.86,1.63896986
Eurostat,CZ,2001,PEC_EED,1683734.181,1.683734181
Eurostat,CZ,2002,PEC_EED,1703620.38,1.70362038
Eurostat,CZ,2003,PEC_EED,1780066.732,1.780066732
Eurostat,CZ,2004,PEC_EED,1802563.27,1.80256327
Eurostat,CZ,2005,PEC_EED,1779942.165,1.779942165
Eurostat,CZ,2006,PEC_EED,1820716.057,1.820716057
Eurostat,CZ,2007,PEC_EED,1827674.331,1.827674331
Eurostat,CZ,2008,PEC_EED,1780007.711,1.780007711
Eurostat,CZ,2009,PEC_EED,1681229.852,1.681229852
Eurostat,CZ,2010,PEC_EED,1781086.316,1.781086316
Eurostat,CZ,2011,PEC_EED,1711195.782,1.711195782
Eurostat,CZ,2012,PEC_EED,1690637.422,1.690637422
Eurostat,CZ,2013,PEC_EED,1702866.371,1.702866371
Eurostat,CZ,2014,PEC_EED,1632045.388,1.632045388
Eurostat,CZ,2015,PEC_EED,1651178.118,1.651178118
Eurostat,CZ,2016,PEC_EED,1663846.688,1.663846688
Eurostat,CZ,2017,PEC_EED,1689591.568,1.689591568
Eurostat,CZ,2018,PEC_EED,1694846.45,1.69484645
Eurostat,CZ,2019,PEC_EED,1663882.644,1.663882644
Eurostat,CZ,2020,PEC_EED,1573513.932,1.573513932
Eurostat,CZ,2021,PEC_EED,1655038.797,1.655038797
Eurostat,CZ,2022,PEC_EED,1616925.374,1.616925374
Eurostat,CZ,2023,PEC_EED,1486036.88,1.48603688
Eurostat,DE,1990,PEC_EED,13926678.35,13.92667835
Eurostat,DE,1991,PEC_EED,13669729.98,13.66972998
Eurostat,DE,1992,PEC_EED,13375230.97,13.37523097
Eurostat,DE,1993,PEC_EED,13289649.46,13.28964946
Eurostat,DE,1994,PEC_EED,13155755.5,13.1557555
Eurostat,DE,1995,PEC_EED,13287198.78,13.28719878
Eurostat,DE,1996,PEC_EED,13797404.6,13.7974046
Eurostat,DE,1997,PEC_EED,13622039.13,13.62203913
Eurostat,DE,1998,PEC_EED,13505050.87,13.50505087
Eurostat,DE,1999,PEC_EED,13212097.66,13.21209766
Eurostat,DE,2000,PEC_EED,13277623.57,13.27762357
Eurostat,DE,2001,PEC_EED,13695855.05,13.69585505
Eurostat,DE,2002,PEC_EED,13373220.77,13.37322077
Eurostat,DE,2003,PEC_EED,13478073.77,13.47807377
Eurostat,DE,2004,PEC_EED,13553202.19,13.55320219
Eurostat,DE,2005,PEC_EED,13465466.58,13.46546658
Eurostat,DE,2006,PEC_EED,13931399.97,13.93139997
Eurostat,DE,2007,PEC_EED,13221420.17,13.22142017
Eurostat,DE,2008,PEC_EED,13429451.02,13.42945102
Eurostat,DE,2009,PEC_EED,12557048.6,12.5570486
Eurostat,DE,2010,PEC_EED,13194878.96,13.19487896
Eurostat,DE,2011,PEC_EED,12468171.51,12.46817151
Eurostat,DE,2012,PEC_EED,12607460.42,12.60746042
Eurostat,DE,2013,PEC_EED,12907398.95,12.90739895
Eurostat,DE,2014,PEC_EED,12292458.8,12.2924588
Eurostat,DE,2015,PEC_EED,12389972.26,12.38997226
Eurostat,DE,2016,PEC_EED,12460963.84,12.46096384
Eurostat,DE,2017,PEC_EED,12481741.73,12.48174173
Eurostat,DE,2018,PEC_EED,12223537.25,12.22353725
Eurostat,DE,2019,PEC_EED,11942408.88,11.94240888
Eurostat,DE,2020,PEC_EED,10975706.59,10.97570659
Eurostat,DE,2021,PEC_EED,11366774.24,11.36677424
Eurostat,DE,2022,PEC_EED,10930076.42,10.93007642
Eurostat,DE,2023,PEC_EED,9929909.44,9.92990944
Eurostat,DK,1990,PEC_EED,737163.444,0.737163444
Eurostat,DK,1991,PEC_EED,814980.565,0.814980565
Eurostat,DK,1992,PEC_EED,780916.886,0.780916886
Eurostat,DK,1993,PEC_EED,802167.885,0.802167885
Eurostat,DK,1994,PEC_EED,832300.004,0.832300004
Eurostat,DK,1995,PEC_EED,825174.066,0.825174066
Eurostat,DK,1996,PEC_EED,932098.963,0.932098963
Eurostat,DK,1997,PEC_EED,865964.216,0.865964216
Eurostat,DK,1998,PEC_EED,855886.21,0.85588621
Eurostat,DK,1999,PEC_EED,821996.489,0.821996489
Eurostat,DK,2000,PEC_EED,800352.505,0.800352505
Eurostat,DK,2001,PEC_EED,826588.979,0.826588979
Eurostat,DK,2002,PEC_EED,813580.586,0.813580586
Eurostat,DK,2003,PEC_EED,859723.162,0.859723162
Eurostat,DK,2004,PEC_EED,835163.51,0.83516351
Eurostat,DK,2005,PEC_EED,814042.91,0.81404291
Eurostat,DK,2006,PEC_EED,872291.826,0.872291826
Eurostat,DK,2007,PEC_EED,852542.138,0.852542138
Eurostat,DK,2008,PEC_EED,830926.157,0.830926157
Eurostat,DK,2009,PEC_EED,798001.572,0.798001572
Eurostat,DK,2010,PEC_EED,834468.245,0.834468245
Eurostat,DK,2011,PEC_EED,774720.105,0.774720105
Eurostat,DK,2012,PEC_EED,742426.86,0.74242686
Eurostat,DK,2013,PEC_EED,746208.681,0.746208681
Eurostat,DK,2014,PEC_EED,708038.557,0.708038557
Eurostat,DK,2015,PEC_EED,704174.139,0.704174139
Eurostat,DK,2016,PEC_EED,723533.947,0.723533947
Eurostat,DK,2017,PEC_EED,728572.895,0.728572895
Eurostat,DK,2018,PEC_EED,728733.396,0.728733396
Eurostat,DK,2019,PEC_EED,706792.836,0.706792836
Eurostat,DK,2020,PEC_EED,647772.752,0.647772752
Eurostat,DK,2021,PEC_EED,683403.07,0.68340307
Eurostat,DK,2022,PEC_EED,657701.656,0.657701656
Eurostat,DK,2023,PEC_EED,642694.891,0.642694891
Eurostat,EE,1990,PEC_EED,438983.116,0.438983116
Eurostat,EE,1991,PEC_EED,407136.538,0.407136538
Eurostat,EE,1992,PEC_EED,260270.043,0.260270043
Eurostat,EE,1993,PEC_EED,222080.342,0.222080342
Eurostat,EE,1994,PEC_EED,244855.541,0.244855541
